timestamp_iso,pc_host,device_name,ip,on,today_kwh,month_kwh,current_power_w,voltage_v,current_a,cloud_connected,rssi,ssid,device_time,firmware,model,alias,mac,today_kwh_delta,month_kwh_delta,power_avg_w_since_last
2026-05-16T11:25:16,SGN-00008,8475,192.168.6.61,True,0.051,44.491,1.3,118.0,0.09,True,-58,Trees-Guest,2026-05-16 11:25:26-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8475,A8:29:48:23:54:DC,0.001,0.001,5.8
2026-05-16T11:25:16,SGN-00008,8480,192.168.6.114,True,0.049,38.372,1.2,118.5,0.09,True,-52,Trees-Guest,2026-05-16 11:25:27-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8480,A8:29:48:23:5D:DC,0.0,0.0,0.0
2026-05-16T11:25:16,SGN-00008,8631,192.168.6.97,True,0.066,31.22,1.6,117.8,0.09,True,-72,Trees-Guest,2026-05-16 11:25:28-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8631,6C:4C:BC:43:69:C7,0.001,0.001,5.8
2026-05-16T11:25:16,SGN-00008,8632,192.168.6.132,True,0.064,38.084,1.5,117.7,0.09,True,-60,Trees-Guest,2026-05-16 11:25:29-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8632,6C:4C:BC:43:80:FB,0.001,0.001,5.8
2026-05-16T11:25:16,SGN-00008,8633,192.168.6.140,True,0.067,26.503,1.6,117.1,0.09,True,-65,Trees-Guest,2026-05-16 11:25:30-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8633,6C:4C:BC:43:69:D1,0.001,0.001,5.8
2026-05-16T11:29:32,SGN-00008,8431,192.168.6.194,True,0.112,42.129,15.0,118.4,0.27,True,-56,Trees-Guest,2026-05-16 11:29:38-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8431,A8:29:48:23:4C:9C,0.001,0.001,14.1
2026-05-16T11:29:32,SGN-00008,8432,192.168.6.133,True,0.048,33.824,1.5,118.1,0.2,True,-63,Trees-Guest,2026-05-16 11:29:40-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8432,A8:29:48:23:52:E1,0.001,0.001,14.1
2026-05-16T11:29:32,SGN-00008,8433,192.168.6.144,True,0.117,17.692,4.9,117.9,0.23,True,-63,Trees-Guest,2026-05-16 11:29:40-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8433,A8:29:48:23:54:40,0.0,0.0,0.0
2026-05-16T11:29:32,SGN-00008,8472,192.168.6.157,True,0.043,37.672,1.4,118.4,0.09,True,-54,Trees-Guest,2026-05-16 11:29:41-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8472,A8:29:48:23:52:1F,0.0,0.0,0.0
2026-05-16T11:29:32,SGN-00008,8475,192.168.6.61,True,0.051,44.491,1.3,118.6,0.09,True,-57,Trees-Guest,2026-05-16 11:29:42-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8475,A8:29:48:23:54:DC,0.0,0.0,0.0
2026-05-16T11:29:32,SGN-00008,8480,192.168.6.114,True,0.049,38.372,1.3,119.1,0.09,True,-52,Trees-Guest,2026-05-16 11:29:44-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8480,A8:29:48:23:5D:DC,0.0,0.0,0.0
2026-05-16T11:29:32,SGN-00008,8631,192.168.6.97,True,0.066,31.22,1.6,118.3,0.09,True,-70,Trees-Guest,2026-05-16 11:29:44-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8631,6C:4C:BC:43:69:C7,0.0,0.0,0.0
2026-05-16T11:29:32,SGN-00008,8632,192.168.6.132,True,0.064,38.084,1.5,118.3,0.1,True,-60,Trees-Guest,2026-05-16 11:29:46-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8632,6C:4C:BC:43:80:FB,0.0,0.0,0.0
2026-05-16T11:29:32,SGN-00008,8633,192.168.6.140,True,0.067,26.503,1.5,117.7,0.1,True,-63,Trees-Guest,2026-05-16 11:29:46-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8633,6C:4C:BC:43:69:D1,0.0,0.0,0.0
2026-05-16T19:28:47,SGN-00008,8431,192.168.6.194,True,0.175,42.192,1.2,116.5,0.19,True,-66,Trees-Guest,2026-05-16 19:28:53-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8431,A8:29:48:23:4C:9C,0.063,0.063,7.9
2026-05-16T19:28:47,SGN-00008,8432,192.168.6.133,True,0.08,33.856,1.4,118.9,0.2,True,-62,Trees-Guest,2026-05-16 19:28:55-07:00,1.2.5 Build 241213 Rel.172504,KP125M,8432,A8:29:48:23:52:E1,0.032,0.032,4.0
