Item,Date,Location,Robot,Version,Miles,OnHours,MotionHours,Utilization,Source
71315,2025-04-08,sierra-gold,8472,,2.4,8.483333,1.216667,0.143418,Sierra Gold.csv
71352,2025-04-08,sierra-gold,8475,,2.9,4.083333,0.95,0.232653,Sierra Gold.csv
71354,2025-04-08,sierra-gold,8480,,3.2,4.033333,1.133333,0.280992,Sierra Gold.csv
71425,2025-04-09,sierra-gold,8431,,3.3,8.133333,1.483333,0.182377,Sierra Gold.csv
71419,2025-04-09,sierra-gold,8432,,2.1,8.716667,1.116667,0.128107,Sierra Gold.csv
71414,2025-04-09,sierra-gold,8433,,6.8,8.416667,2.533333,0.30099,Sierra Gold.csv
71422,2025-04-09,sierra-gold,8472,,2.1,8.45,1.133333,0.134122,Sierra Gold.csv
71413,2025-04-09,sierra-gold,8475,,6.1,8.633333,2.133333,0.247104,Sierra Gold.csv
71417,2025-04-09,sierra-gold,8480,,3.4,8.383333,1.466667,0.17495,Sierra Gold.csv
71516,2025-04-10,sierra-gold,8431,,3.3,8.516667,1.183333,0.138943,Sierra Gold.csv
71523,2025-04-10,sierra-gold,8432,,6,8.583333,2.266667,0.264078,Sierra Gold.csv
71515,2025-04-10,sierra-gold,8433,,5.8,9,2.033333,0.225926,Sierra Gold.csv
71514,2025-04-10,sierra-gold,8472,,4.5,8.666667,1.733333,0.2,Sierra Gold.csv
71522,2025-04-10,sierra-gold,8475,,5.7,8.316667,2.166667,0.260521,Sierra Gold.csv
71517,2025-04-10,sierra-gold,8480,,0.6,8.966667,0.316667,0.035316,Sierra Gold.csv
71611,2025-04-11,sierra-gold,8431,,7.4,7.816667,2.716667,0.347548,Sierra Gold.csv
71608,2025-04-11,sierra-gold,8432,,8.1,9.183333,2.7,0.294011,Sierra Gold.csv
71605,2025-04-11,sierra-gold,8433,,7.6,8.166667,2.633333,0.322449,Sierra Gold.csv
71610,2025-04-11,sierra-gold,8472,,7.3,8.266667,2.433333,0.294355,Sierra Gold.csv
71603,2025-04-11,sierra-gold,8475,,7.4,8.416667,2.433333,0.289109,Sierra Gold.csv
71699,2025-04-13,sierra-gold,8472,,0,0.016667,0,0,Sierra Gold.csv
71748,2025-04-14,sierra-gold,8431,,6.8,8.5,2.416667,0.284314,Sierra Gold.csv
71751,2025-04-14,sierra-gold,8432,,7.2,8,2.483333,0.310417,Sierra Gold.csv
71747,2025-04-14,sierra-gold,8433,,6,8.5,2.1,0.247059,Sierra Gold.csv
71752,2025-04-14,sierra-gold,8472,,5.5,8.283333,2.116667,0.255533,Sierra Gold.csv
71750,2025-04-14,sierra-gold,8475,,6.9,8.083333,2.416667,0.298969,Sierra Gold.csv
71858,2025-04-15,sierra-gold,8431,,6,8.266667,2.8,0.33871,Sierra Gold.csv
71856,2025-04-15,sierra-gold,8432,,1.6,4.233333,0.85,0.200787,Sierra Gold.csv
71854,2025-04-15,sierra-gold,8433,,2.6,8.5,0.95,0.111765,Sierra Gold.csv
71853,2025-04-15,sierra-gold,8472,,4.6,8.1,2.116667,0.261317,Sierra Gold.csv
71855,2025-04-15,sierra-gold,8475,,6,8.083333,2.783333,0.34433,Sierra Gold.csv
71974,2025-04-16,sierra-gold,8431,,5.2,7.716667,2.45,0.317495,Sierra Gold.csv
72032,2025-04-16,sierra-gold,8433,,1.3,2.516667,0.5,0.198675,Sierra Gold.csv
71973,2025-04-16,sierra-gold,8472,,5.1,7.866667,2.366667,0.300847,Sierra Gold.csv
71970,2025-04-16,sierra-gold,8475,,4.8,7.65,2.216667,0.28976,Sierra Gold.csv
72116,2025-04-17,sierra-gold,8431,,7.5,8.3,2.25,0.271084,Sierra Gold.csv
72111,2025-04-17,sierra-gold,8432,,0.3,8.733333,0.133333,0.015267,Sierra Gold.csv
72112,2025-04-17,sierra-gold,8433,,2.4,9.75,0.866667,0.088889,Sierra Gold.csv
72115,2025-04-17,sierra-gold,8472,,6,8.083333,1.816667,0.224742,Sierra Gold.csv
72114,2025-04-17,sierra-gold,8475,,8,8.083333,2.383333,0.294845,Sierra Gold.csv
72150,2025-04-17,sierra-gold,8480,,2,5.033333,0.833333,0.165563,Sierra Gold.csv
72235,2025-04-18,sierra-gold,8431,,5.2,8.3,1.916667,0.230924,Sierra Gold.csv
72229,2025-04-18,sierra-gold,8432,,0.3,8.65,0.133333,0.015414,Sierra Gold.csv
72230,2025-04-18,sierra-gold,8433,,0,8.666667,0,0,Sierra Gold.csv
72234,2025-04-18,sierra-gold,8472,,5,8.066667,1.75,0.216942,Sierra Gold.csv
72232,2025-04-18,sierra-gold,8475,,5.2,8.1,1.816667,0.22428,Sierra Gold.csv
72446,2025-04-21,sierra-gold,8431,,7.6,8.183333,2.6,0.317719,Sierra Gold.csv
72442,2025-04-21,sierra-gold,8432,,0.1,8.533333,0.066667,0.007812,Sierra Gold.csv
72443,2025-04-21,sierra-gold,8433,,0,8.55,0,0,Sierra Gold.csv
72445,2025-04-21,sierra-gold,8472,,6.8,7.966667,2.4,0.301255,Sierra Gold.csv
72444,2025-04-21,sierra-gold,8475,,7.7,8.3,2.516667,0.303213,Sierra Gold.csv
72607,2025-04-22,sierra-gold,8431,,2.5,8.233333,1.016667,0.123482,Sierra Gold.csv
72604,2025-04-22,sierra-gold,8432,,6,8.383333,2.383333,0.284294,Sierra Gold.csv
72605,2025-04-22,sierra-gold,8433,,0,7.766667,0,0,Sierra Gold.csv
72606,2025-04-22,sierra-gold,8472,,5.2,8.216667,2.216667,0.269777,Sierra Gold.csv
72603,2025-04-22,sierra-gold,8475,,3.4,7.733333,1.516667,0.196121,Sierra Gold.csv
72638,2025-04-22,sierra-gold,8480,,0,4.3,0,0,Sierra Gold.csv
72717,2025-04-23,sierra-gold,8431,,6.4,7.6,2.133333,0.280702,Sierra Gold.csv
72714,2025-04-23,sierra-gold,8432,,6.5,7.783333,2.333333,0.299786,Sierra Gold.csv
72716,2025-04-23,sierra-gold,8433,,2.9,7.55,1.25,0.165563,Sierra Gold.csv
72715,2025-04-23,sierra-gold,8472,,7.1,7.883333,2.45,0.310782,Sierra Gold.csv
72713,2025-04-23,sierra-gold,8475,,3.5,7.5,1.55,0.206667,Sierra Gold.csv
72718,2025-04-23,sierra-gold,8480,,3.8,7.6,1.716667,0.225877,Sierra Gold.csv
72837,2025-04-24,sierra-gold,8431,,6,8.483333,2.016667,0.237721,Sierra Gold.csv
72832,2025-04-24,sierra-gold,8432,,5,8.183333,1.683333,0.205703,Sierra Gold.csv
72834,2025-04-24,sierra-gold,8433,,1.8,8.183333,0.766667,0.093686,Sierra Gold.csv
72833,2025-04-24,sierra-gold,8472,,2.5,8.35,1.033333,0.123752,Sierra Gold.csv
72836,2025-04-24,sierra-gold,8475,,5.6,8.516667,2.1,0.246575,Sierra Gold.csv
72835,2025-04-24,sierra-gold,8480,,2.3,8.366667,0.95,0.113546,Sierra Gold.csv
72967,2025-04-25,sierra-gold,8432,,3.9,5.566667,1.516667,0.272455,Sierra Gold.csv
72928,2025-04-25,sierra-gold,8433,,1.6,8.033333,0.633333,0.078838,Sierra Gold.csv
72927,2025-04-25,sierra-gold,8472,,5.5,8.55,2.1,0.245614,Sierra Gold.csv
72929,2025-04-25,sierra-gold,8480,,6.4,8.566667,2.3,0.268482,Sierra Gold.csv
73120,2025-04-28,sierra-gold,8431,,6.8,8.2,2.4,0.292683,Sierra Gold.csv
73117,2025-04-28,sierra-gold,8432,,6.9,8.266667,2.366667,0.28629,Sierra Gold.csv
73119,2025-04-28,sierra-gold,8433,,4.7,8.25,1.716667,0.208081,Sierra Gold.csv
73118,2025-04-28,sierra-gold,8472,,4.2,8.233333,1.466667,0.178138,Sierra Gold.csv
73116,2025-04-28,sierra-gold,8475,,7.1,8.3,2.466667,0.297189,Sierra Gold.csv
73121,2025-04-28,sierra-gold,8480,,7.8,8.283333,2.4,0.289738,Sierra Gold.csv
73218,2025-04-29,sierra-gold,8431,,8.8,8.516667,2.6,0.305284,Sierra Gold.csv
73212,2025-04-29,sierra-gold,8432,,8.5,8.95,2.7,0.301676,Sierra Gold.csv
73214,2025-04-29,sierra-gold,8433,,4.8,8.65,1.65,0.190751,Sierra Gold.csv
73213,2025-04-29,sierra-gold,8472,,3.6,8.616667,1.133333,0.131528,Sierra Gold.csv
73217,2025-04-29,sierra-gold,8475,,7.8,8.05,2.3,0.285714,Sierra Gold.csv
73220,2025-04-29,sierra-gold,8480,,8.4,8.166667,2.383333,0.291837,Sierra Gold.csv
73313,2025-04-30,sierra-gold,8431,,7.6,8.533333,2.483333,0.291016,Sierra Gold.csv
73305,2025-04-30,sierra-gold,8432,,6.1,8.483333,1.916667,0.225933,Sierra Gold.csv
73309,2025-04-30,sierra-gold,8433,,3.1,6.483333,1.1,0.169666,Sierra Gold.csv
73306,2025-04-30,sierra-gold,8472,,5.2,8.433333,1.616667,0.1917,Sierra Gold.csv
73311,2025-04-30,sierra-gold,8475,,6.8,8.033333,2.25,0.280083,Sierra Gold.csv
73314,2025-04-30,sierra-gold,8480,,6.9,8.083333,2,0.247423,Sierra Gold.csv
73403,2025-05-01,sierra-gold,8431,,5.9,8.15,1.75,0.214724,Sierra Gold.csv
73431,2025-05-01,sierra-gold,8432,,2.1,4.65,0.8,0.172043,Sierra Gold.csv
73433,2025-05-01,sierra-gold,8433,,2.3,4.85,0.8,0.164948,Sierra Gold.csv
73432,2025-05-01,sierra-gold,8472,,2,4.516667,0.7,0.154982,Sierra Gold.csv
73401,2025-05-01,sierra-gold,8475,,6.2,8.583333,1.8,0.209709,Sierra Gold.csv
73405,2025-05-01,sierra-gold,8480,,6.3,8.65,1.933333,0.223507,Sierra Gold.csv
73509,2025-05-02,sierra-gold,8431,,3.5,7.216667,1.1,0.152425,Sierra Gold.csv
73501,2025-05-02,sierra-gold,8432,,4.7,8.516667,1.683333,0.197652,Sierra Gold.csv
73503,2025-05-02,sierra-gold,8433,,3.6,8.533333,1.9,0.222656,Sierra Gold.csv
73502,2025-05-02,sierra-gold,8472,,5.2,8.716667,1.95,0.223709,Sierra Gold.csv
73505,2025-05-02,sierra-gold,8475,,4.1,8.466667,1.266667,0.149606,Sierra Gold.csv
73511,2025-05-02,sierra-gold,8480,,3.4,8.316667,1.066667,0.128257,Sierra Gold.csv
73663,2025-05-05,sierra-gold,8431,,6,5.516667,1.983333,0.359517,Sierra Gold.csv
73635,2025-05-05,sierra-gold,8432,,0,8.266667,0,0,Sierra Gold.csv
73636,2025-05-05,sierra-gold,8472,,0,8.283333,0,0,Sierra Gold.csv
73662,2025-05-05,sierra-gold,8475,,5.7,5.45,1.666667,0.30581,Sierra Gold.csv
73664,2025-05-05,sierra-gold,8480,,6,5.616667,1.766667,0.31454,Sierra Gold.csv
73753,2025-05-06,sierra-gold,8431,,5.2,7.8,1.566667,0.200855,Sierra Gold.csv
73814,2025-05-06,sierra-gold,8472,,1,1.15,0.333333,0.289855,Sierra Gold.csv
73752,2025-05-06,sierra-gold,8475,,5.3,7.966667,1.55,0.194561,Sierra Gold.csv
73755,2025-05-06,sierra-gold,8480,,5.4,8.183333,1.6,0.195519,Sierra Gold.csv
73890,2025-05-07,sierra-gold,8431,,5.9,7.916667,1.816667,0.229474,Sierra Gold.csv
73887,2025-05-07,sierra-gold,8432,,3.1,8.266667,1.066667,0.129032,Sierra Gold.csv
73889,2025-05-07,sierra-gold,8433,,3,8.45,1.116667,0.13215,Sierra Gold.csv
73888,2025-05-07,sierra-gold,8472,,5,8.5,1.983333,0.233333,Sierra Gold.csv
73885,2025-05-07,sierra-gold,8475,,6,8.283333,1.866667,0.225352,Sierra Gold.csv
73892,2025-05-07,sierra-gold,8480,,5.9,8.083333,1.816667,0.224742,Sierra Gold.csv
74043,2025-05-08,sierra-gold,8431,,5.1,8.316667,1.6,0.192385,Sierra Gold.csv
74029,2025-05-08,sierra-gold,8432,,4.8,8.433333,1.716667,0.203557,Sierra Gold.csv
74031,2025-05-08,sierra-gold,8433,,4.8,8.383333,1.85,0.220676,Sierra Gold.csv
74030,2025-05-08,sierra-gold,8472,,4.5,8.3,1.583333,0.190763,Sierra Gold.csv
74034,2025-05-08,sierra-gold,8475,,5.3,8.3,1.733333,0.208835,Sierra Gold.csv
74048,2025-05-08,sierra-gold,8480,,5.9,8.633333,1.783333,0.206564,Sierra Gold.csv
74223,2025-05-09,sierra-gold,8431,,2,3.566667,0.616667,0.172897,Sierra Gold.csv
74159,2025-05-09,sierra-gold,8432,,4.6,8.333333,1.633333,0.196,Sierra Gold.csv
74161,2025-05-09,sierra-gold,8433,,3.7,8.35,1.4,0.167665,Sierra Gold.csv
74160,2025-05-09,sierra-gold,8472,,4.1,8.483333,1.45,0.170923,Sierra Gold.csv
74222,2025-05-09,sierra-gold,8475,,4.4,6.15,1.283333,0.208672,Sierra Gold.csv
74224,2025-05-09,sierra-gold,8480,,3.8,5.683333,1.133333,0.199413,Sierra Gold.csv
74341,2025-05-12,sierra-gold,8431,,4.2,6,1.583333,0.263889,Sierra Gold.csv
74333,2025-05-12,sierra-gold,8432,,4.6,8.766667,1.833333,0.209125,Sierra Gold.csv
74335,2025-05-12,sierra-gold,8433,,4.3,8.9,2.016667,0.226592,Sierra Gold.csv
74334,2025-05-12,sierra-gold,8472,,4.7,8.35,1.866667,0.223553,Sierra Gold.csv
74336,2025-05-12,sierra-gold,8475,,5.6,8.166667,2.433333,0.297959,Sierra Gold.csv
74345,2025-05-12,sierra-gold,8480,,7.3,8.483333,2.333333,0.275049,Sierra Gold.csv
74498,2025-05-13,sierra-gold,8431,,3.3,5.316667,0.95,0.178683,Sierra Gold.csv
74509,2025-05-13,sierra-gold,8432,,4.8,7.7,1.533333,0.199134,Sierra Gold.csv
74511,2025-05-13,sierra-gold,8433,,4.4,7.716667,1.45,0.187905,Sierra Gold.csv
74510,2025-05-13,sierra-gold,8472,,5.2,7.666667,1.766667,0.230435,Sierra Gold.csv
74484,2025-05-13,sierra-gold,8475,,7,8.65,2.083333,0.240848,Sierra Gold.csv
74506,2025-05-13,sierra-gold,8480,,7.1,8.133333,2.1,0.258197,Sierra Gold.csv
74625,2025-05-14,sierra-gold,8431,,5.5,8.066667,1.7,0.210744,Sierra Gold.csv
74615,2025-05-14,sierra-gold,8432,,5.1,8.616667,1.633333,0.189555,Sierra Gold.csv
74617,2025-05-14,sierra-gold,8433,,5.6,8.583333,1.733333,0.201942,Sierra Gold.csv
74616,2025-05-14,sierra-gold,8472,,5.6,8.633333,1.716667,0.198842,Sierra Gold.csv
74629,2025-05-14,sierra-gold,8475,,5.4,8.483333,1.65,0.194499,Sierra Gold.csv
74628,2025-05-14,sierra-gold,8480,,5.7,8.266667,1.666667,0.201613,Sierra Gold.csv
74757,2025-05-15,sierra-gold,8431,,6.8,8.416667,2.1,0.249505,Sierra Gold.csv
74768,2025-05-15,sierra-gold,8432,,5.4,8.266667,1.95,0.235887,Sierra Gold.csv
74770,2025-05-15,sierra-gold,8433,,6,8.283333,2.183333,0.263581,Sierra Gold.csv
74769,2025-05-15,sierra-gold,8472,,5.4,8.316667,1.933333,0.232465,Sierra Gold.csv
74750,2025-05-15,sierra-gold,8475,,6.9,8.233333,2.083333,0.253036,Sierra Gold.csv
74763,2025-05-15,sierra-gold,8480,,7.3,8.5,2.2,0.258824,Sierra Gold.csv
74876,2025-05-16,sierra-gold,8431,,7.5,8.216667,2.2,0.267748,Sierra Gold.csv
74887,2025-05-16,sierra-gold,8432,,8.2,8.45,2.733333,0.323471,Sierra Gold.csv
74889,2025-05-16,sierra-gold,8433,,7.5,8.433333,2.516667,0.298419,Sierra Gold.csv
74888,2025-05-16,sierra-gold,8472,,7.8,8.616667,2.616667,0.303675,Sierra Gold.csv
74861,2025-05-16,sierra-gold,8475,,6.8,8.266667,2.016667,0.243952,Sierra Gold.csv
74885,2025-05-16,sierra-gold,8480,,6.7,8,1.95,0.24375,Sierra Gold.csv
75083,2025-05-19,sierra-gold,8431,,6.4,8.033333,1.933333,0.240664,Sierra Gold.csv
75079,2025-05-19,sierra-gold,8432,,5.2,8.266667,1.7,0.205645,Sierra Gold.csv
75081,2025-05-19,sierra-gold,8433,,5.1,8.216667,1.616667,0.196755,Sierra Gold.csv
75080,2025-05-19,sierra-gold,8472,,4.9,8.3,1.633333,0.196787,Sierra Gold.csv
75074,2025-05-19,sierra-gold,8475,,6.8,8.15,2.166667,0.265849,Sierra Gold.csv
75085,2025-05-19,sierra-gold,8480,,7,8.166667,2.083333,0.255102,Sierra Gold.csv
75234,2025-05-20,sierra-gold,8431,,4.8,7.7,1.616667,0.209957,Sierra Gold.csv
75224,2025-05-20,sierra-gold,8432,,0.8,8.266667,0.3,0.03629,Sierra Gold.csv
75228,2025-05-20,sierra-gold,8433,,0.7,8.283333,0.266667,0.032193,Sierra Gold.csv
75226,2025-05-20,sierra-gold,8472,,0.9,8.283333,0.35,0.042254,Sierra Gold.csv
75217,2025-05-20,sierra-gold,8475,,4.7,7.633333,1.666667,0.218341,Sierra Gold.csv
75244,2025-05-20,sierra-gold,8480,,5.6,7.716667,1.783333,0.231102,Sierra Gold.csv
75386,2025-05-21,sierra-gold,8431,,6.9,8.366667,2.483333,0.296813,Sierra Gold.csv
75382,2025-05-21,sierra-gold,8432,,4.1,8.716667,1.55,0.17782,Sierra Gold.csv
75383,2025-05-21,sierra-gold,8433,,4.7,8.75,1.75,0.2,Sierra Gold.csv
75388,2025-05-21,sierra-gold,8472,,5.5,8.55,2.1,0.245614,Sierra Gold.csv
75384,2025-05-21,sierra-gold,8475,,6.6,8.233333,2.35,0.285425,Sierra Gold.csv
75387,2025-05-21,sierra-gold,8480,,6.3,8.1,2.166667,0.26749,Sierra Gold.csv
75556,2025-05-22,sierra-gold,8431,,4.9,8.466667,1.783333,0.21063,Sierra Gold.csv
75565,2025-05-22,sierra-gold,8432,,8.2,8.533333,2.566667,0.300781,Sierra Gold.csv
75568,2025-05-22,sierra-gold,8433,,7.8,8.533333,2.433333,0.285156,Sierra Gold.csv
75566,2025-05-22,sierra-gold,8472,,8.1,8.533333,2.583333,0.302734,Sierra Gold.csv
75537,2025-05-22,sierra-gold,8475,,5,8.366667,1.766667,0.211155,Sierra Gold.csv
75563,2025-05-22,sierra-gold,8480,,5,8.383333,1.683333,0.200795,Sierra Gold.csv
75693,2025-05-23,sierra-gold,8431,,5,8.566667,1.983333,0.231518,Sierra Gold.csv
75687,2025-05-23,sierra-gold,8432,,4.8,8.566667,1.683333,0.196498,Sierra Gold.csv
75691,2025-05-23,sierra-gold,8433,,4.9,8.55,1.716667,0.20078,Sierra Gold.csv
75688,2025-05-23,sierra-gold,8472,,4.9,8.65,1.75,0.202312,Sierra Gold.csv
75695,2025-05-23,sierra-gold,8475,,4.6,8.416667,1.833333,0.217822,Sierra Gold.csv
75715,2025-05-23,sierra-gold,8480,,4.9,8.466667,1.85,0.218504,Sierra Gold.csv
75914,2025-05-26,sierra-gold,8431,,4.2,8.6,2.1,0.244186,Sierra Gold.csv
75911,2025-05-26,sierra-gold,8432,,4,8.433333,1.4,0.166008,Sierra Gold.csv
75913,2025-05-26,sierra-gold,8433,,3.8,8.4,1.333333,0.15873,Sierra Gold.csv
75912,2025-05-26,sierra-gold,8472,,3.4,8.65,1.25,0.144509,Sierra Gold.csv
75910,2025-05-26,sierra-gold,8475,,4.4,8.6,2.183333,0.253876,Sierra Gold.csv
75915,2025-05-26,sierra-gold,8480,,4.6,8.7,1.816667,0.208812,Sierra Gold.csv
75978,2025-05-27,sierra-gold,8431,,3.5,7.983333,1.066667,0.133612,Sierra Gold.csv
75970,2025-05-27,sierra-gold,8432,,4.1,8.85,1.45,0.163842,Sierra Gold.csv
75972,2025-05-27,sierra-gold,8433,,4.3,8.716667,1.483333,0.170172,Sierra Gold.csv
75971,2025-05-27,sierra-gold,8472,,3.6,8.75,1.333333,0.152381,Sierra Gold.csv
75973,2025-05-27,sierra-gold,8475,,4.2,8.416667,1.316667,0.156436,Sierra Gold.csv
75980,2025-05-27,sierra-gold,8480,,4.4,8.116667,1.366667,0.168378,Sierra Gold.csv
76111,2025-05-28,sierra-gold,8431,,5.4,8.216667,1.633333,0.198783,Sierra Gold.csv
76142,2025-05-28,sierra-gold,8432,,2.9,10.933333,1.1,0.10061,Sierra Gold.csv
76143,2025-05-28,sierra-gold,8433,,4.2,7.966667,1.566667,0.196653,Sierra Gold.csv
76121,2025-05-28,sierra-gold,8472,,3.4,8.1,1.3,0.160494,Sierra Gold.csv
76110,2025-05-28,sierra-gold,8475,,5.1,7.816667,1.5,0.191898,Sierra Gold.csv
76113,2025-05-28,sierra-gold,8480,,5.7,8.466667,1.733333,0.204724,Sierra Gold.csv
76263,2025-05-29,sierra-gold,8431,,5.1,7.966667,1.516667,0.190377,Sierra Gold.csv
76257,2025-05-29,sierra-gold,8475,,5.5,8.283333,1.6,0.193159,Sierra Gold.csv
76270,2025-05-29,sierra-gold,8480,,5,8.283333,1.466667,0.177062,Sierra Gold.csv
76394,2025-05-30,sierra-gold,8431,,4.2,8,1.25,0.15625,Sierra Gold.csv
76403,2025-05-30,sierra-gold,8432,,0.1,7.133333,0.066667,0.009346,Sierra Gold.csv
76405,2025-05-30,sierra-gold,8433,,7.7,8.6,2.616667,0.304264,Sierra Gold.csv
76404,2025-05-30,sierra-gold,8472,,6.8,8.6,2.333333,0.271318,Sierra Gold.csv
76386,2025-05-30,sierra-gold,8475,,5.9,8.683333,1.75,0.201536,Sierra Gold.csv
76400,2025-05-30,sierra-gold,8480,,5.2,8.2,1.533333,0.186992,Sierra Gold.csv
76626,2025-06-02,sierra-gold,8431,,6,7.983333,2.133333,0.267223,Sierra Gold.csv
76672,2025-06-02,sierra-gold,8432,,0,6.416667,0,0,Sierra Gold.csv
76631,2025-06-02,sierra-gold,8433,,4.2,8.5,1.566667,0.184314,Sierra Gold.csv
76630,2025-06-02,sierra-gold,8472,,4.7,8.616667,1.683333,0.195358,Sierra Gold.csv
76629,2025-06-02,sierra-gold,8475,,6,8.183333,2.05,0.250509,Sierra Gold.csv
76628,2025-06-02,sierra-gold,8480,,6.6,8.266667,2.183333,0.264113,Sierra Gold.csv
76806,2025-06-03,sierra-gold,8431,,5.8,8.433333,2.1,0.249012,Sierra Gold.csv
76816,2025-06-03,sierra-gold,8432,,5.6,8.483333,1.883333,0.222004,Sierra Gold.csv
76805,2025-06-03,sierra-gold,8433,,5.5,8.7,1.9,0.218391,Sierra Gold.csv
76804,2025-06-03,sierra-gold,8472,,5.7,8.85,1.916667,0.216573,Sierra Gold.csv
76803,2025-06-03,sierra-gold,8475,,6,8.816667,2.15,0.243856,Sierra Gold.csv
76807,2025-06-03,sierra-gold,8480,,5.3,8.35,1.933333,0.231537,Sierra Gold.csv
76945,2025-06-04,sierra-gold,8431,,5,8.05,1.7,0.21118,Sierra Gold.csv
76935,2025-06-04,sierra-gold,8432,,3.3,7.533333,1.333333,0.176991,Sierra Gold.csv
76944,2025-06-04,sierra-gold,8433,,3.1,8.1,1.25,0.154321,Sierra Gold.csv
76936,2025-06-04,sierra-gold,8472,,4.4,8.016667,1.6,0.199584,Sierra Gold.csv
76943,2025-06-04,sierra-gold,8475,,3.2,8.183333,1,0.1222,Sierra Gold.csv
76947,2025-06-04,sierra-gold,8480,,2.9,8.233333,0.883333,0.107287,Sierra Gold.csv
77071,2025-06-05,sierra-gold,8431,,3.5,8.683333,1.133333,0.130518,Sierra Gold.csv
77068,2025-06-05,sierra-gold,8432,,5.2,8.783333,1.95,0.222011,Sierra Gold.csv
77070,2025-06-05,sierra-gold,8433,,5,8.783333,1.8,0.204934,Sierra Gold.csv
77069,2025-06-05,sierra-gold,8472,,5.3,8.8,1.933333,0.219697,Sierra Gold.csv
77073,2025-06-05,sierra-gold,8475,,3.8,8.283333,1.233333,0.148893,Sierra Gold.csv
77083,2025-06-05,sierra-gold,8480,,3.3,8.033333,1.083333,0.134855,Sierra Gold.csv
77186,2025-06-06,sierra-gold,8431,,4.3,8.05,1.533333,0.190476,Sierra Gold.csv
77180,2025-06-06,sierra-gold,8432,,6.2,8.7,2.1,0.241379,Sierra Gold.csv
77182,2025-06-06,sierra-gold,8433,,6.2,8.733333,2.083333,0.23855,Sierra Gold.csv
77181,2025-06-06,sierra-gold,8472,,6.4,8.666667,2.166667,0.25,Sierra Gold.csv
77185,2025-06-06,sierra-gold,8475,,5,8.35,1.716667,0.205589,Sierra Gold.csv
77190,2025-06-06,sierra-gold,8480,,4.7,8.1,1.65,0.203704,Sierra Gold.csv
77369,2025-06-09,sierra-gold,8431,,5.2,7.133333,1.65,0.231308,Sierra Gold.csv
77339,2025-06-09,sierra-gold,8432,,4.5,8.833333,1.583333,0.179245,Sierra Gold.csv
77342,2025-06-09,sierra-gold,8433,,4.5,8.666667,1.583333,0.182692,Sierra Gold.csv
77341,2025-06-09,sierra-gold,8472,,4.8,8.7,1.683333,0.193487,Sierra Gold.csv
77364,2025-06-09,sierra-gold,8475,,5.2,7.116667,1.666667,0.234192,Sierra Gold.csv
77367,2025-06-09,sierra-gold,8480,,5.3,6.883333,1.683333,0.244552,Sierra Gold.csv
77466,2025-06-10,sierra-gold,8431,,5.1,8.45,1.716667,0.203156,Sierra Gold.csv
77472,2025-06-10,sierra-gold,8432,,5.3,8.466667,1.866667,0.220472,Sierra Gold.csv
77474,2025-06-10,sierra-gold,8433,,5.1,8.55,1.766667,0.206628,Sierra Gold.csv
77473,2025-06-10,sierra-gold,8472,,5.9,8.766667,2.083333,0.237643,Sierra Gold.csv
77461,2025-06-10,sierra-gold,8475,,4.3,8.1,1.6,0.197531,Sierra Gold.csv
77471,2025-06-10,sierra-gold,8480,,4.8,8.3,1.666667,0.200803,Sierra Gold.csv
77604,2025-06-11,sierra-gold,8431,,5.4,7.816667,1.816667,0.232409,Sierra Gold.csv
77597,2025-06-11,sierra-gold,8432,,6.2,8.866667,2.216667,0.25,Sierra Gold.csv
77599,2025-06-11,sierra-gold,8433,,6.3,8.816667,2.2,0.249527,Sierra Gold.csv
77598,2025-06-11,sierra-gold,8472,,5.4,8.8,1.883333,0.214015,Sierra Gold.csv
77603,2025-06-11,sierra-gold,8475,,5.2,7.65,1.75,0.228758,Sierra Gold.csv
77607,2025-06-11,sierra-gold,8480,,5.6,8.366667,1.966667,0.23506,Sierra Gold.csv
77723,2025-06-12,sierra-gold,8431,,4.7,8.183333,1.416667,0.173116,Sierra Gold.csv
77716,2025-06-12,sierra-gold,8432,,4.5,8.783333,1.716667,0.195446,Sierra Gold.csv
77718,2025-06-12,sierra-gold,8433,,4.6,8.9,1.733333,0.194757,Sierra Gold.csv
77717,2025-06-12,sierra-gold,8472,,4.8,8.966667,1.85,0.20632,Sierra Gold.csv
77721,2025-06-12,sierra-gold,8475,,4.2,8.05,1.316667,0.163561,Sierra Gold.csv
77726,2025-06-12,sierra-gold,8480,,4.7,8.133333,1.4,0.172131,Sierra Gold.csv
77831,2025-06-13,sierra-gold,8431,,5.5,7.783333,1.583333,0.203426,Sierra Gold.csv
77826,2025-06-13,sierra-gold,8432,,4.4,8.65,1.85,0.213873,Sierra Gold.csv
77828,2025-06-13,sierra-gold,8433,,4.7,8.716667,1.966667,0.225621,Sierra Gold.csv
77827,2025-06-13,sierra-gold,8472,,4.6,8.633333,1.933333,0.223938,Sierra Gold.csv
77830,2025-06-13,sierra-gold,8475,,6,8.05,1.716667,0.213251,Sierra Gold.csv
77834,2025-06-13,sierra-gold,8480,,6.4,8.316667,1.833333,0.220441,Sierra Gold.csv
78003,2025-06-16,sierra-gold,8431,,5.7,8.466667,1.716667,0.202756,Sierra Gold.csv
78007,2025-06-16,sierra-gold,8432,,5.4,8.6,2.016667,0.234496,Sierra Gold.csv
78009,2025-06-16,sierra-gold,8433,,4.9,8.616667,1.816667,0.210832,Sierra Gold.csv
