Date,Location,Robot,Item,Version,Robot Time On During Day,Robot Time In Motion During Day,Miles Traveled during day,Utilization,Source
2026-04-01,sierra-gold,8431,110332,,8:11,2:09,4.3,0.262729,Sierra Gold.csv
2026-04-01,sierra-gold,8432,110333,,8:07,2:24,4.8,0.295688,Sierra Gold.csv
2026-04-01,sierra-gold,8433,110334,,8:21,2:09,4.9,0.257485,Sierra Gold.csv
2026-04-01,sierra-gold,8472,110313,,8:08,1:45,4.5,0.215164,Sierra Gold.csv
2026-04-01,sierra-gold,8475,110314,,8:09,1:47,4.9,0.218814,Sierra Gold.csv
2026-04-01,sierra-gold,8480,110315,,8:30,1:27,3.8,0.170588,Sierra Gold.csv
2026-04-01,sierra-gold,8631,110354,,3:00,0:00,0,0,Sierra Gold.csv
2026-04-01,sierra-gold,8632,110355,,3:00,0:00,0,0,Sierra Gold.csv
2026-04-01,sierra-gold,8633,110356,,3:02,0:00,0,0,Sierra Gold.csv
2026-04-02,sierra-gold,8431,110493,,8:23,2:29,4.9,0.296223,Sierra Gold.csv
2026-04-02,sierra-gold,8432,110494,,7:52,2:07,4.4,0.269068,Sierra Gold.csv
2026-04-02,sierra-gold,8433,110495,,8:12,1:51,4.1,0.22561,Sierra Gold.csv
2026-04-02,sierra-gold,8472,110477,,8:27,1:40,3.3,0.197239,Sierra Gold.csv
2026-04-02,sierra-gold,8475,110478,,8:16,1:37,3.7,0.195565,Sierra Gold.csv
2026-04-02,sierra-gold,8480,110482,,8:31,1:21,2.9,0.158513,Sierra Gold.csv
2026-04-02,sierra-gold,8631,110489,,5:25,2:08,7.8,0.393846,Sierra Gold.csv
2026-04-02,sierra-gold,8632,110503,,4:39,2:15,8,0.483871,Sierra Gold.csv
2026-04-02,sierra-gold,8633,110444,,6:13,1:40,5.8,0.268097,Sierra Gold.csv
2026-04-03,sierra-gold,8431,110621,,7:53,2:23,5,0.302326,Sierra Gold.csv
2026-04-03,sierra-gold,8432,110622,,8:03,2:40,5.8,0.331263,Sierra Gold.csv
2026-04-03,sierra-gold,8433,110623,,8:09,2:39,6,0.325153,Sierra Gold.csv
2026-04-03,sierra-gold,8472,110606,,8:29,2:13,4.7,0.261297,Sierra Gold.csv
2026-04-03,sierra-gold,8475,110607,,8:34,2:19,5.8,0.270428,Sierra Gold.csv
2026-04-03,sierra-gold,8480,110610,,8:33,1:52,4.5,0.218324,Sierra Gold.csv
2026-04-03,sierra-gold,8631,110559,,1:14,0:06,0.2,0.081081,Sierra Gold.csv
2026-04-06,sierra-gold,8431,110845,,8:43,2:43,5.8,0.311663,Sierra Gold.csv
2026-04-06,sierra-gold,8432,110846,,8:22,2:44,5.9,0.326693,Sierra Gold.csv
2026-04-06,sierra-gold,8433,110847,,8:37,2:50,6.6,0.32882,Sierra Gold.csv
2026-04-06,sierra-gold,8472,110828,,8:33,1:03,2.3,0.122807,Sierra Gold.csv
2026-04-06,sierra-gold,8475,110829,,8:39,1:07,2.6,0.129094,Sierra Gold.csv
2026-04-06,sierra-gold,8480,110833,,8:32,1:03,2.4,0.123047,Sierra Gold.csv
2026-04-07,sierra-gold,8431,110981,,8:38,2:53,5.9,0.333977,Sierra Gold.csv
2026-04-07,sierra-gold,8432,111003,,8:08,2:48,5.8,0.344262,Sierra Gold.csv
2026-04-07,sierra-gold,8433,111004,,7:51,2:23,5.4,0.303609,Sierra Gold.csv
2026-04-07,sierra-gold,8472,110982,,8:39,1:53,3.6,0.217726,Sierra Gold.csv
2026-04-07,sierra-gold,8475,110983,,8:39,1:57,4.1,0.225434,Sierra Gold.csv
2026-04-07,sierra-gold,8480,110984,,8:38,1:43,3.5,0.198842,Sierra Gold.csv
2026-04-08,sierra-gold,8431,111176,,8:39,2:50,4.9,0.327553,Sierra Gold.csv
2026-04-08,sierra-gold,8432,111177,,8:11,2:34,4.8,0.313646,Sierra Gold.csv
2026-04-08,sierra-gold,8433,111178,,8:38,2:43,4.8,0.314672,Sierra Gold.csv
2026-04-08,sierra-gold,8472,111179,,8:30,1:26,2,0.168627,Sierra Gold.csv
2026-04-08,sierra-gold,8475,111180,,8:31,1:25,2.4,0.166341,Sierra Gold.csv
2026-04-08,sierra-gold,8480,111184,,8:31,1:12,1.8,0.1409,Sierra Gold.csv
2026-04-09,sierra-gold,8431,111367,,8:33,3:08,6.6,0.366472,Sierra Gold.csv
2026-04-09,sierra-gold,8432,111368,,8:33,3:01,6.3,0.352827,Sierra Gold.csv
2026-04-09,sierra-gold,8433,111369,,8:14,2:40,6.2,0.323887,Sierra Gold.csv
2026-04-09,sierra-gold,8472,111348,,8:38,1:54,4.2,0.220077,Sierra Gold.csv
2026-04-09,sierra-gold,8475,111349,,8:38,1:52,5.1,0.216216,Sierra Gold.csv
2026-04-09,sierra-gold,8480,111350,,8:38,2:03,5.3,0.237452,Sierra Gold.csv
2026-04-10,sierra-gold,8431,111556,,8:21,3:00,6.4,0.359281,Sierra Gold.csv
2026-04-10,sierra-gold,8432,111557,,8:10,3:02,6.5,0.371429,Sierra Gold.csv
2026-04-10,sierra-gold,8433,111558,,8:11,3:00,6.7,0.366599,Sierra Gold.csv
2026-04-10,sierra-gold,8472,111543,,8:29,2:14,5.4,0.263261,Sierra Gold.csv
2026-04-10,sierra-gold,8475,111544,,8:38,2:19,6.6,0.26834,Sierra Gold.csv
2026-04-10,sierra-gold,8480,111545,,8:34,2:12,5.8,0.256809,Sierra Gold.csv
2026-04-13,sierra-gold,8431,111839,,8:31,2:52,6.2,0.336595,Sierra Gold.csv
2026-04-13,sierra-gold,8432,111840,,8:22,2:45,6,0.328685,Sierra Gold.csv
2026-04-13,sierra-gold,8433,111841,,8:21,2:24,5.2,0.287425,Sierra Gold.csv
2026-04-13,sierra-gold,8472,111817,,8:33,1:48,4.4,0.210526,Sierra Gold.csv
2026-04-13,sierra-gold,8475,111818,,8:33,1:57,4.9,0.22807,Sierra Gold.csv
2026-04-13,sierra-gold,8480,111819,,8:32,1:34,3.9,0.183594,Sierra Gold.csv
2026-04-14,sierra-gold,8431,112032,,8:29,2:29,5.8,0.292731,Sierra Gold.csv
2026-04-14,sierra-gold,8432,112033,,8:24,2:15,5.2,0.267857,Sierra Gold.csv
2026-04-14,sierra-gold,8433,112034,,8:13,2:00,4.7,0.243408,Sierra Gold.csv
2026-04-14,sierra-gold,8472,112009,,8:35,2:37,6.8,0.304854,Sierra Gold.csv
2026-04-14,sierra-gold,8475,112010,,8:34,3:03,8.9,0.356031,Sierra Gold.csv
2026-04-14,sierra-gold,8480,112011,,8:36,2:25,6.9,0.281008,Sierra Gold.csv
2026-04-15,sierra-gold,8431,112240,,8:23,2:28,5.3,0.294235,Sierra Gold.csv
2026-04-15,sierra-gold,8432,112241,,8:19,2:33,5.6,0.306613,Sierra Gold.csv
2026-04-15,sierra-gold,8433,112242,,8:06,2:12,4.7,0.271605,Sierra Gold.csv
2026-04-15,sierra-gold,8472,112203,,8:38,2:12,5.7,0.254826,Sierra Gold.csv
2026-04-15,sierra-gold,8475,112204,,8:32,2:02,5.8,0.238281,Sierra Gold.csv
2026-04-15,sierra-gold,8480,112205,,8:46,2:01,5.8,0.230038,Sierra Gold.csv
2026-04-16,sierra-gold,8431,112401,,8:22,2:28,5.4,0.294821,Sierra Gold.csv
2026-04-16,sierra-gold,8432,112402,,8:11,2:21,5.2,0.287169,Sierra Gold.csv
2026-04-16,sierra-gold,8433,112403,,8:14,2:01,4.7,0.244939,Sierra Gold.csv
2026-04-16,sierra-gold,8472,112390,,8:34,2:45,7.3,0.321012,Sierra Gold.csv
2026-04-16,sierra-gold,8475,112391,,8:40,3:22,9.5,0.388462,Sierra Gold.csv
2026-04-16,sierra-gold,8480,112389,,8:39,2:37,7.5,0.302505,Sierra Gold.csv
2026-04-17,sierra-gold,8431,112572,,8:10,2:05,4.7,0.255102,Sierra Gold.csv
2026-04-17,sierra-gold,8432,112573,,7:52,2:02,4.6,0.258475,Sierra Gold.csv
2026-04-17,sierra-gold,8433,112574,,8:20,1:57,4.6,0.234,Sierra Gold.csv
2026-04-17,sierra-gold,8472,112557,,8:33,2:26,6,0.2846,Sierra Gold.csv
2026-04-17,sierra-gold,8475,112558,,8:30,2:38,6.8,0.309804,Sierra Gold.csv
2026-04-17,sierra-gold,8480,112559,,8:36,2:09,5.4,0.25,Sierra Gold.csv
2026-04-20,sierra-gold,8431,112813,,17:06,2:08,4.4,0.124756,Sierra Gold.csv
2026-04-20,sierra-gold,8432,112814,,17:16,2:15,4.9,0.130309,Sierra Gold.csv
2026-04-20,sierra-gold,8433,112815,,17:05,2:06,4.9,0.122927,Sierra Gold.csv
2026-04-20,sierra-gold,8472,112808,,17:32,2:13,5.6,0.126426,Sierra Gold.csv
2026-04-20,sierra-gold,8475,112809,,17:32,2:09,6,0.122624,Sierra Gold.csv
2026-04-20,sierra-gold,8480,112810,,17:25,2:16,5.6,0.130144,Sierra Gold.csv
2026-04-21,sierra-gold,8431,112914,,14:43,2:04,4.3,0.14043,Sierra Gold.csv
2026-04-21,sierra-gold,8432,112915,,14:40,1:52,4,0.127273,Sierra Gold.csv
2026-04-21,sierra-gold,8433,112916,,14:54,1:44,4,0.116331,Sierra Gold.csv
2026-04-21,sierra-gold,8472,112917,,14:53,1:57,4.4,0.131019,Sierra Gold.csv
2026-04-21,sierra-gold,8475,112918,,14:52,2:36,5.6,0.174888,Sierra Gold.csv
2026-04-21,sierra-gold,8480,112919,,14:54,2:02,4.8,0.136465,Sierra Gold.csv
