Date,Location,Robot,Item,Version,Robot Time On During Day,Robot Time In Motion During Day,Miles Traveled during day,Utilization,Source
2025-06-02,sierra-gold,8431,76626,,7:59,2:08,6,0.267223,Sierra Gold.csv
2025-06-02,sierra-gold,8432,76672,,6:25,0:00,0,0,Sierra Gold.csv
2025-06-02,sierra-gold,8433,76631,,8:30,1:34,4.2,0.184314,Sierra Gold.csv
2025-06-02,sierra-gold,8472,76630,,8:37,1:41,4.7,0.195358,Sierra Gold.csv
2025-06-02,sierra-gold,8475,76629,,8:11,2:03,6,0.250509,Sierra Gold.csv
2025-06-02,sierra-gold,8480,76628,,8:16,2:11,6.6,0.264113,Sierra Gold.csv
2025-06-03,sierra-gold,8431,76806,,8:26,2:06,5.8,0.249012,Sierra Gold.csv
2025-06-03,sierra-gold,8432,76816,,8:29,1:53,5.6,0.222004,Sierra Gold.csv
2025-06-03,sierra-gold,8433,76805,,8:42,1:54,5.5,0.218391,Sierra Gold.csv
2025-06-03,sierra-gold,8472,76804,,8:51,1:55,5.7,0.216573,Sierra Gold.csv
2025-06-03,sierra-gold,8475,76803,,8:49,2:09,6,0.243856,Sierra Gold.csv
2025-06-03,sierra-gold,8480,76807,,8:21,1:56,5.3,0.231537,Sierra Gold.csv
2025-06-04,sierra-gold,8431,76945,,8:03,1:42,5,0.21118,Sierra Gold.csv
2025-06-04,sierra-gold,8432,76935,,7:32,1:20,3.3,0.176991,Sierra Gold.csv
2025-06-04,sierra-gold,8433,76944,,8:06,1:15,3.1,0.154321,Sierra Gold.csv
2025-06-04,sierra-gold,8472,76936,,8:01,1:36,4.4,0.199584,Sierra Gold.csv
2025-06-04,sierra-gold,8475,76943,,8:11,1:00,3.2,0.1222,Sierra Gold.csv
2025-06-04,sierra-gold,8480,76947,,8:14,0:53,2.9,0.107287,Sierra Gold.csv
2025-06-05,sierra-gold,8431,77071,,8:41,1:08,3.5,0.130518,Sierra Gold.csv
2025-06-05,sierra-gold,8432,77068,,8:47,1:57,5.2,0.222011,Sierra Gold.csv
2025-06-05,sierra-gold,8433,77070,,8:47,1:48,5,0.204934,Sierra Gold.csv
2025-06-05,sierra-gold,8472,77069,,8:48,1:56,5.3,0.219697,Sierra Gold.csv
2025-06-05,sierra-gold,8475,77073,,8:17,1:14,3.8,0.148893,Sierra Gold.csv
2025-06-05,sierra-gold,8480,77083,,8:02,1:05,3.3,0.134855,Sierra Gold.csv
2025-06-06,sierra-gold,8431,77186,,8:03,1:32,4.3,0.190476,Sierra Gold.csv
2025-06-06,sierra-gold,8432,77180,,8:42,2:06,6.2,0.241379,Sierra Gold.csv
2025-06-06,sierra-gold,8433,77182,,8:44,2:05,6.2,0.23855,Sierra Gold.csv
2025-06-06,sierra-gold,8472,77181,,8:40,2:10,6.4,0.25,Sierra Gold.csv
2025-06-06,sierra-gold,8475,77185,,8:21,1:43,5,0.205589,Sierra Gold.csv
2025-06-06,sierra-gold,8480,77190,,8:06,1:39,4.7,0.203704,Sierra Gold.csv
2025-06-09,sierra-gold,8431,77369,,7:08,1:39,5.2,0.231308,Sierra Gold.csv
2025-06-09,sierra-gold,8432,77339,,8:50,1:35,4.5,0.179245,Sierra Gold.csv
2025-06-09,sierra-gold,8433,77342,,8:40,1:35,4.5,0.182692,Sierra Gold.csv
2025-06-09,sierra-gold,8472,77341,,8:42,1:41,4.8,0.193487,Sierra Gold.csv
2025-06-09,sierra-gold,8475,77364,,7:07,1:40,5.2,0.234192,Sierra Gold.csv
2025-06-09,sierra-gold,8480,77367,,6:53,1:41,5.3,0.244552,Sierra Gold.csv
2025-06-10,sierra-gold,8431,77466,,8:27,1:43,5.1,0.203156,Sierra Gold.csv
2025-06-10,sierra-gold,8432,77472,,8:28,1:52,5.3,0.220472,Sierra Gold.csv
2025-06-10,sierra-gold,8433,77474,,8:33,1:46,5.1,0.206628,Sierra Gold.csv
2025-06-10,sierra-gold,8472,77473,,8:46,2:05,5.9,0.237643,Sierra Gold.csv
2025-06-10,sierra-gold,8475,77461,,8:06,1:36,4.3,0.197531,Sierra Gold.csv
2025-06-10,sierra-gold,8480,77471,,8:18,1:40,4.8,0.200803,Sierra Gold.csv
2025-06-11,sierra-gold,8431,77604,,7:49,1:49,5.4,0.232409,Sierra Gold.csv
2025-06-11,sierra-gold,8432,77597,,8:52,2:13,6.2,0.25,Sierra Gold.csv
2025-06-11,sierra-gold,8433,77599,,8:49,2:12,6.3,0.249527,Sierra Gold.csv
2025-06-11,sierra-gold,8472,77598,,8:48,1:53,5.4,0.214015,Sierra Gold.csv
2025-06-11,sierra-gold,8475,77603,,7:39,1:45,5.2,0.228758,Sierra Gold.csv
2025-06-11,sierra-gold,8480,77607,,8:22,1:58,5.6,0.23506,Sierra Gold.csv
2025-06-12,sierra-gold,8431,77723,,8:11,1:25,4.7,0.173116,Sierra Gold.csv
2025-06-12,sierra-gold,8432,77716,,8:47,1:43,4.5,0.195446,Sierra Gold.csv
2025-06-12,sierra-gold,8433,77718,,8:54,1:44,4.6,0.194757,Sierra Gold.csv
2025-06-12,sierra-gold,8472,77717,,8:58,1:51,4.8,0.20632,Sierra Gold.csv
2025-06-12,sierra-gold,8475,77721,,8:03,1:19,4.2,0.163561,Sierra Gold.csv
2025-06-12,sierra-gold,8480,77726,,8:08,1:24,4.7,0.172131,Sierra Gold.csv
2025-06-13,sierra-gold,8431,77831,,7:47,1:35,5.5,0.203426,Sierra Gold.csv
2025-06-13,sierra-gold,8432,77826,,8:39,1:51,4.4,0.213873,Sierra Gold.csv
2025-06-13,sierra-gold,8433,77828,,8:43,1:58,4.7,0.225621,Sierra Gold.csv
2025-06-13,sierra-gold,8472,77827,,8:38,1:56,4.6,0.223938,Sierra Gold.csv
2025-06-13,sierra-gold,8475,77830,,8:03,1:43,6,0.213251,Sierra Gold.csv
2025-06-13,sierra-gold,8480,77834,,8:19,1:50,6.4,0.220441,Sierra Gold.csv
2025-06-16,sierra-gold,8431,78003,,8:28,1:43,5.7,0.202756,Sierra Gold.csv
2025-06-16,sierra-gold,8432,78007,,8:36,2:01,5.4,0.234496,Sierra Gold.csv
2025-06-16,sierra-gold,8433,78009,,8:37,1:49,4.9,0.210832,Sierra Gold.csv
2025-06-16,sierra-gold,8472,78008,,8:37,1:58,5.2,0.22824,Sierra Gold.csv
2025-06-16,sierra-gold,8475,78002,,8:47,1:54,6.4,0.216319,Sierra Gold.csv
2025-06-16,sierra-gold,8480,78006,,8:17,1:38,5.6,0.197183,Sierra Gold.csv
2025-06-17,sierra-gold,8431,78109,,8:16,2:02,6.8,0.245968,Sierra Gold.csv
2025-06-17,sierra-gold,8432,78101,,8:49,2:04,4.5,0.234405,Sierra Gold.csv
2025-06-17,sierra-gold,8433,78103,,8:55,2:05,4.3,0.233645,Sierra Gold.csv
2025-06-17,sierra-gold,8472,78102,,8:46,2:00,4.2,0.228137,Sierra Gold.csv
2025-06-17,sierra-gold,8475,78112,,8:38,1:45,5.9,0.202703,Sierra Gold.csv
2025-06-17,sierra-gold,8480,78111,,8:33,1:52,6.2,0.218324,Sierra Gold.csv
2025-06-18,sierra-gold,8431,78251,,7:44,1:18,3.3,0.168103,Sierra Gold.csv
2025-06-18,sierra-gold,8432,78241,,8:45,1:59,5,0.226667,Sierra Gold.csv
2025-06-18,sierra-gold,8433,78243,,8:55,2:08,5.4,0.239252,Sierra Gold.csv
2025-06-18,sierra-gold,8472,78242,,8:54,2:05,5.3,0.234082,Sierra Gold.csv
2025-06-18,sierra-gold,8475,78249,,8:26,1:41,4.3,0.199605,Sierra Gold.csv
2025-06-18,sierra-gold,8480,78254,,8:07,1:41,4.5,0.207392,Sierra Gold.csv
