Date,Location,Robot,Item,Version,Robot Time On During Day,Robot Time In Motion During Day,Miles Traveled during day,Utilization,Source
2026-03-02,sierra-gold,8431,106911,,8:29,2:47,6.3,0.328094,Sierra Gold.csv
2026-03-02,sierra-gold,8432,106912,,8:12,2:38,6,0.321138,Sierra Gold.csv
2026-03-02,sierra-gold,8433,106913,,8:02,2:51,5.7,0.354772,Sierra Gold.csv
2026-03-02,sierra-gold,8472,106906,,8:17,0:58,1.6,0.1167,Sierra Gold.csv
2026-03-02,sierra-gold,8475,106907,,8:16,1:02,2.1,0.125,Sierra Gold.csv
2026-03-03,sierra-gold,8431,107020,,8:29,2:38,6,0.310413,Sierra Gold.csv
2026-03-03,sierra-gold,8432,107021,,8:30,2:39,6,0.311765,Sierra Gold.csv
2026-03-03,sierra-gold,8433,107015,,8:10,2:30,5.6,0.306122,Sierra Gold.csv
2026-03-03,sierra-gold,8472,107005,,8:46,0:56,1.7,0.106464,Sierra Gold.csv
2026-03-03,sierra-gold,8475,107006,,8:47,0:54,1.9,0.102467,Sierra Gold.csv
2026-03-04,sierra-gold,8431,107174,,8:01,3:17,7.6,0.409563,Sierra Gold.csv
2026-03-04,sierra-gold,8432,107175,,8:04,3:18,7.8,0.409091,Sierra Gold.csv
2026-03-04,sierra-gold,8433,107176,,7:54,2:57,6.8,0.373418,Sierra Gold.csv
2026-03-04,sierra-gold,8472,107207,,6:35,0:55,1.4,0.139241,Sierra Gold.csv
2026-03-04,sierra-gold,8475,107177,,8:04,0:59,2,0.121901,Sierra Gold.csv
2026-03-04,sierra-gold,8480,107178,,1:31,0:05,0.1,0.054945,Sierra Gold.csv
2026-03-05,sierra-gold,8431,107319,,8:29,3:13,7.5,0.379175,Sierra Gold.csv
2026-03-05,sierra-gold,8432,107320,,8:15,2:57,6.9,0.357576,Sierra Gold.csv
2026-03-05,sierra-gold,8433,107321,,8:06,2:57,6.8,0.364198,Sierra Gold.csv
2026-03-05,sierra-gold,8472,107322,,8:16,1:03,2,0.127016,Sierra Gold.csv
2026-03-05,sierra-gold,8475,107323,,8:22,1:03,2.4,0.125498,Sierra Gold.csv
2026-03-06,sierra-gold,8431,107447,,7:45,2:07,5,0.273118,Sierra Gold.csv
2026-03-06,sierra-gold,8432,107448,,7:42,1:53,4.5,0.244589,Sierra Gold.csv
2026-03-06,sierra-gold,8433,107449,,8:40,2:10,5,0.25,Sierra Gold.csv
2026-03-06,sierra-gold,8472,107451,,7:44,1:02,2.1,0.133621,Sierra Gold.csv
2026-03-06,sierra-gold,8475,107452,,7:53,0:51,1.9,0.107822,Sierra Gold.csv
2026-03-06,sierra-gold,8480,107472,,4:46,1:04,2.7,0.223776,Sierra Gold.csv
2026-03-09,sierra-gold,8431,107657,,8:21,2:01,4.8,0.241517,Sierra Gold.csv
2026-03-09,sierra-gold,8432,107658,,8:17,2:02,4.9,0.245473,Sierra Gold.csv
2026-03-09,sierra-gold,8433,107694,,1:05,0:20,0.7,0.307692,Sierra Gold.csv
2026-03-09,sierra-gold,8472,107659,,8:12,0:58,2.2,0.117886,Sierra Gold.csv
2026-03-09,sierra-gold,8475,107660,,8:21,0:32,1.3,0.063872,Sierra Gold.csv
2026-03-09,sierra-gold,8480,107661,,8:21,1:43,4.3,0.205589,Sierra Gold.csv
2026-03-10,sierra-gold,8431,107778,,8:22,2:13,5.4,0.26494,Sierra Gold.csv
2026-03-10,sierra-gold,8432,107779,,8:09,1:59,4.9,0.243354,Sierra Gold.csv
2026-03-10,sierra-gold,8433,107787,,0:49,0:00,0,0,Sierra Gold.csv
2026-03-10,sierra-gold,8472,107780,,8:15,0:57,2,0.115152,Sierra Gold.csv
2026-03-10,sierra-gold,8475,107781,,7:33,0:53,2,0.116998,Sierra Gold.csv
2026-03-10,sierra-gold,8480,107782,,8:02,1:53,4.7,0.23444,Sierra Gold.csv
2026-03-11,sierra-gold,8431,107893,,8:06,1:50,4.3,0.226337,Sierra Gold.csv
2026-03-11,sierra-gold,8432,107894,,8:09,1:49,4.3,0.222904,Sierra Gold.csv
2026-03-11,sierra-gold,8472,107895,,8:04,0:46,1.6,0.095041,Sierra Gold.csv
2026-03-11,sierra-gold,8475,107896,,7:51,0:48,1.8,0.101911,Sierra Gold.csv
2026-03-11,sierra-gold,8480,107897,,8:21,1:42,4.1,0.203593,Sierra Gold.csv
2026-03-12,sierra-gold,8431,108024,,8:11,1:59,4.5,0.242363,Sierra Gold.csv
2026-03-12,sierra-gold,8432,108025,,8:22,1:54,4.5,0.227092,Sierra Gold.csv
2026-03-12,sierra-gold,8472,108026,,8:19,1:11,2.7,0.142285,Sierra Gold.csv
2026-03-12,sierra-gold,8475,108027,,8:23,0:49,2,0.097416,Sierra Gold.csv
2026-03-12,sierra-gold,8480,108028,,8:18,1:50,4.5,0.220884,Sierra Gold.csv
2026-03-13,sierra-gold,8431,108169,,8:07,2:23,5.7,0.293634,Sierra Gold.csv
2026-03-13,sierra-gold,8432,108170,,8:21,2:20,5.6,0.279441,Sierra Gold.csv
2026-03-13,sierra-gold,8472,108171,,7:45,0:59,2,0.126882,Sierra Gold.csv
2026-03-13,sierra-gold,8475,108172,,8:22,1:18,3.1,0.155378,Sierra Gold.csv
2026-03-13,sierra-gold,8480,108173,,7:57,2:07,5.3,0.266247,Sierra Gold.csv
2026-03-16,sierra-gold,8431,108366,,8:17,2:00,4.8,0.241449,Sierra Gold.csv
2026-03-16,sierra-gold,8432,108367,,8:11,1:37,3.8,0.197556,Sierra Gold.csv
2026-03-16,sierra-gold,8472,108368,,8:13,0:47,1.5,0.095335,Sierra Gold.csv
2026-03-16,sierra-gold,8475,108369,,8:22,0:57,2.2,0.113546,Sierra Gold.csv
2026-03-16,sierra-gold,8480,108370,,8:01,1:43,4.3,0.214137,Sierra Gold.csv
2026-03-17,sierra-gold,8431,108479,,8:06,1:59,4.7,0.244856,Sierra Gold.csv
2026-03-17,sierra-gold,8432,108480,,8:21,1:58,4.7,0.235529,Sierra Gold.csv
2026-03-17,sierra-gold,8472,108481,,8:23,0:44,1.4,0.087475,Sierra Gold.csv
2026-03-17,sierra-gold,8475,108482,,8:23,1:01,2.2,0.121272,Sierra Gold.csv
2026-03-17,sierra-gold,8480,108483,,8:10,1:51,4.7,0.226531,Sierra Gold.csv
2026-03-18,sierra-gold,8431,108595,,7:41,1:32,3.7,0.199566,Sierra Gold.csv
2026-03-18,sierra-gold,8432,108596,,7:45,1:37,3.8,0.208602,Sierra Gold.csv
2026-03-18,sierra-gold,8472,108597,,7:24,0:54,1.8,0.121622,Sierra Gold.csv
2026-03-18,sierra-gold,8475,108598,,8:06,1:08,2.5,0.139918,Sierra Gold.csv
2026-03-18,sierra-gold,8480,108599,,7:20,1:33,3.9,0.211364,Sierra Gold.csv
2026-03-19,sierra-gold,8431,108728,,7:50,2:15,5,0.287234,Sierra Gold.csv
2026-03-19,sierra-gold,8432,108729,,8:21,2:32,5.7,0.303393,Sierra Gold.csv
2026-03-19,sierra-gold,8472,108730,,8:16,0:44,1.4,0.08871,Sierra Gold.csv
2026-03-19,sierra-gold,8475,108731,,8:09,1:11,2.6,0.145194,Sierra Gold.csv
2026-03-19,sierra-gold,8480,108732,,8:21,2:25,5.7,0.289421,Sierra Gold.csv
2026-03-20,sierra-gold,8431,108859,,8:14,2:07,4.6,0.257085,Sierra Gold.csv
2026-03-20,sierra-gold,8432,108860,,8:13,2:04,4.6,0.251521,Sierra Gold.csv
2026-03-20,sierra-gold,8472,108861,,7:39,0:31,1,0.067538,Sierra Gold.csv
2026-03-20,sierra-gold,8475,108862,,8:14,0:57,2,0.115385,Sierra Gold.csv
2026-03-20,sierra-gold,8480,108866,,7:56,1:44,4,0.218487,Sierra Gold.csv
2026-03-23,sierra-gold,8431,109106,,8:10,2:28,4.9,0.302041,Sierra Gold.csv
2026-03-23,sierra-gold,8432,109107,,8:13,2:26,5,0.296146,Sierra Gold.csv
2026-03-23,sierra-gold,8433,109119,,4:16,0:49,1.8,0.191406,Sierra Gold.csv
2026-03-23,sierra-gold,8472,109108,,8:17,0:56,1.8,0.112676,Sierra Gold.csv
2026-03-23,sierra-gold,8475,109109,,7:38,0:44,1.6,0.09607,Sierra Gold.csv
2026-03-23,sierra-gold,8480,109111,,8:05,2:15,5.5,0.278351,Sierra Gold.csv
2026-03-24,sierra-gold,8431,109241,,8:20,2:39,5.9,0.318,Sierra Gold.csv
2026-03-24,sierra-gold,8432,109242,,8:02,2:40,5.2,0.33195,Sierra Gold.csv
2026-03-24,sierra-gold,8472,109244,,7:50,0:47,1.4,0.1,Sierra Gold.csv
2026-03-24,sierra-gold,8475,109245,,7:44,0:43,1.5,0.092672,Sierra Gold.csv
2026-03-24,sierra-gold,8480,109246,,8:11,2:23,5.7,0.291242,Sierra Gold.csv
2026-03-25,sierra-gold,8431,109388,,8:04,3:02,6,0.376033,Sierra Gold.csv
2026-03-25,sierra-gold,8432,109396,,8:21,3:21,6.7,0.401198,Sierra Gold.csv
2026-03-25,sierra-gold,8472,109389,,7:53,0:40,1.2,0.084567,Sierra Gold.csv
2026-03-25,sierra-gold,8475,109385,,7:52,1:02,2.3,0.131356,Sierra Gold.csv
2026-03-25,sierra-gold,8480,109395,,8:19,2:38,6.4,0.316633,Sierra Gold.csv
2026-03-26,sierra-gold,8431,109576,,8:21,3:00,5.9,0.359281,Sierra Gold.csv
2026-03-26,sierra-gold,8432,109577,,8:09,2:50,5.7,0.347648,Sierra Gold.csv
2026-03-26,sierra-gold,8433,109611,,0:10,0:01,0,0.1,Sierra Gold.csv
2026-03-26,sierra-gold,8472,109581,,8:12,0:47,1.5,0.095528,Sierra Gold.csv
2026-03-26,sierra-gold,8475,109582,,8:11,1:01,2.3,0.124236,Sierra Gold.csv
2026-03-26,sierra-gold,8480,109578,,8:12,2:31,6.1,0.306911,Sierra Gold.csv
