Date,Location,Robot,Item,Version,Robot Time On During Day,Robot Time In Motion During Day,Miles Traveled during day,Utilization,Source
2026-01-02,sierra-gold,8431,101957,,7:20,0:34,1.5,0.077273,Sierra Gold.csv
2026-01-02,sierra-gold,8432,101960,,5:53,0:37,1.2,0.104816,Sierra Gold.csv
2026-01-02,sierra-gold,8475,101959,,5:59,0:52,2.3,0.144847,Sierra Gold.csv
2026-01-02,sierra-gold,8480,101961,,5:54,0:49,2,0.138418,Sierra Gold.csv
2026-01-05,sierra-gold,8431,102108,,4:50,0:45,1.7,0.155172,Sierra Gold.csv
2026-01-05,sierra-gold,8475,102107,,5:25,0:53,2.6,0.163077,Sierra Gold.csv
2026-01-05,sierra-gold,8480,102106,,5:26,0:37,1.7,0.113497,Sierra Gold.csv
2026-01-06,sierra-gold,8431,102190,,8:34,2:30,5.4,0.291829,Sierra Gold.csv
2026-01-06,sierra-gold,8432,102193,,8:33,3:00,6,0.350877,Sierra Gold.csv
2026-01-06,sierra-gold,8475,102189,,8:36,2:49,7.8,0.327519,Sierra Gold.csv
2026-01-06,sierra-gold,8480,102191,,8:37,2:21,5.9,0.272727,Sierra Gold.csv
2026-01-07,sierra-gold,8431,102295,,8:34,1:04,2.1,0.124514,Sierra Gold.csv
2026-01-07,sierra-gold,8475,102294,,8:34,1:03,2.4,0.122568,Sierra Gold.csv
2026-01-07,sierra-gold,8480,102296,,8:34,1:04,2.4,0.124514,Sierra Gold.csv
2026-01-08,sierra-gold,8431,102390,,8:35,1:42,3.4,0.198058,Sierra Gold.csv
2026-01-08,sierra-gold,8432,102400,,0:48,0:15,0.6,0.3125,Sierra Gold.csv
2026-01-08,sierra-gold,8475,102384,,8:35,1:39,4,0.192233,Sierra Gold.csv
2026-01-08,sierra-gold,8480,102389,,8:36,1:26,3.4,0.166667,Sierra Gold.csv
2026-01-09,sierra-gold,8431,102488,,8:28,1:37,3.2,0.190945,Sierra Gold.csv
2026-01-09,sierra-gold,8475,102491,,8:35,1:31,3.9,0.176699,Sierra Gold.csv
2026-01-09,sierra-gold,8480,102490,,8:25,1:24,3.7,0.166337,Sierra Gold.csv
2026-01-12,sierra-gold,8431,102658,,8:30,1:35,3.5,0.186275,Sierra Gold.csv
2026-01-12,sierra-gold,8475,102656,,8:33,1:27,4,0.169591,Sierra Gold.csv
2026-01-12,sierra-gold,8480,102657,,8:33,1:15,3.5,0.146199,Sierra Gold.csv
2026-01-13,sierra-gold,8431,102753,,8:28,1:24,3,0.165354,Sierra Gold.csv
2026-01-13,sierra-gold,8475,102752,,8:33,1:32,4.2,0.179337,Sierra Gold.csv
2026-01-13,sierra-gold,8480,102755,,8:31,1:26,3.5,0.168297,Sierra Gold.csv
2026-01-14,sierra-gold,8431,102851,,8:29,1:55,4.1,0.225933,Sierra Gold.csv
2026-01-14,sierra-gold,8432,102849,,8:34,2:47,6.7,0.324903,Sierra Gold.csv
2026-01-14,sierra-gold,8433,102850,,8:25,2:21,5.5,0.279208,Sierra Gold.csv
2026-01-14,sierra-gold,8475,102848,,8:34,2:08,5.4,0.249027,Sierra Gold.csv
2026-01-14,sierra-gold,8480,102853,,8:33,1:40,3.9,0.194932,Sierra Gold.csv
2026-01-15,sierra-gold,8431,102929,,2:05,0:25,0.9,0.2,Sierra Gold.csv
2026-01-15,sierra-gold,8432,102900,,2:05,0:52,2.1,0.416,Sierra Gold.csv
2026-01-15,sierra-gold,8433,102939,,8:50,3:03,7.3,0.345283,Sierra Gold.csv
2026-01-15,sierra-gold,8475,102947,,2:06,0:29,1.2,0.230159,Sierra Gold.csv
2026-01-15,sierra-gold,8480,102920,,2:05,0:30,1.2,0.24,Sierra Gold.csv
2026-01-16,sierra-gold,8431,103070,,8:21,1:33,3.3,0.185629,Sierra Gold.csv
2026-01-16,sierra-gold,8432,103063,,8:20,2:42,6.5,0.324,Sierra Gold.csv
2026-01-16,sierra-gold,8433,103072,,8:06,2:31,6,0.3107,Sierra Gold.csv
2026-01-16,sierra-gold,8475,103074,,8:30,1:34,4.1,0.184314,Sierra Gold.csv
2026-01-16,sierra-gold,8480,103069,,8:29,1:24,3.3,0.165029,Sierra Gold.csv
2026-01-19,sierra-gold,8431,103174,,8:04,1:40,3.1,0.206612,Sierra Gold.csv
2026-01-19,sierra-gold,8432,103172,,8:34,2:59,7.1,0.348249,Sierra Gold.csv
2026-01-19,sierra-gold,8433,103173,,8:20,2:48,6.7,0.336,Sierra Gold.csv
2026-01-19,sierra-gold,8475,103171,,8:32,1:36,3.9,0.1875,Sierra Gold.csv
2026-01-19,sierra-gold,8480,103176,,8:33,1:41,3.7,0.196881,Sierra Gold.csv
2026-01-20,sierra-gold,8431,103276,,7:11,1:33,3,0.215777,Sierra Gold.csv
2026-01-20,sierra-gold,8432,103274,,8:04,2:13,5.3,0.274793,Sierra Gold.csv
2026-01-20,sierra-gold,8433,103275,,8:34,2:11,5.2,0.254864,Sierra Gold.csv
2026-01-20,sierra-gold,8475,103273,,8:34,1:54,4.8,0.22179,Sierra Gold.csv
2026-01-20,sierra-gold,8480,103278,,8:34,1:49,4.1,0.212062,Sierra Gold.csv
2026-01-21,sierra-gold,8431,103385,,7:19,1:03,2,0.143508,Sierra Gold.csv
2026-01-21,sierra-gold,8432,103382,,8:07,1:50,4.2,0.225873,Sierra Gold.csv
2026-01-21,sierra-gold,8433,103383,,8:37,2:14,5.2,0.259188,Sierra Gold.csv
2026-01-21,sierra-gold,8475,103380,,8:36,1:11,2.6,0.137597,Sierra Gold.csv
2026-01-21,sierra-gold,8480,103391,,8:36,1:07,2.3,0.129845,Sierra Gold.csv
2026-01-22,sierra-gold,8431,103495,,8:34,1:17,2.5,0.149805,Sierra Gold.csv
2026-01-22,sierra-gold,8432,103492,,8:14,1:35,3.6,0.192308,Sierra Gold.csv
2026-01-22,sierra-gold,8433,103494,,8:04,1:14,2.7,0.152893,Sierra Gold.csv
2026-01-22,sierra-gold,8475,103491,,8:34,1:19,3.1,0.153696,Sierra Gold.csv
2026-01-22,sierra-gold,8480,103497,,8:34,1:18,2.8,0.151751,Sierra Gold.csv
2026-01-23,sierra-gold,8431,103589,,7:33,1:39,3.4,0.218543,Sierra Gold.csv
2026-01-23,sierra-gold,8432,103587,,7:59,2:37,6,0.327766,Sierra Gold.csv
2026-01-23,sierra-gold,8433,103588,,8:23,2:51,6.5,0.33996,Sierra Gold.csv
2026-01-23,sierra-gold,8475,103586,,8:32,1:47,4.6,0.208984,Sierra Gold.csv
2026-01-23,sierra-gold,8480,103590,,8:32,1:44,4.1,0.203125,Sierra Gold.csv
2026-01-26,sierra-gold,8431,103737,,7:08,1:08,2.2,0.158879,Sierra Gold.csv
2026-01-26,sierra-gold,8432,103735,,8:12,2:04,4.8,0.252033,Sierra Gold.csv
2026-01-26,sierra-gold,8433,103736,,8:36,1:49,4.2,0.21124,Sierra Gold.csv
2026-01-26,sierra-gold,8475,103733,,8:36,1:28,3.5,0.170543,Sierra Gold.csv
2026-01-26,sierra-gold,8480,103739,,8:36,1:10,2.4,0.135659,Sierra Gold.csv
2026-01-27,sierra-gold,8431,103930,,8:34,1:27,2.8,0.169261,Sierra Gold.csv
2026-01-27,sierra-gold,8432,103926,,8:35,0:18,0.6,0.034951,Sierra Gold.csv
2026-01-27,sierra-gold,8433,103929,,8:35,0:42,1.7,0.081553,Sierra Gold.csv
2026-01-27,sierra-gold,8475,103928,,8:34,1:19,3,0.153696,Sierra Gold.csv
2026-01-27,sierra-gold,8480,103931,,8:34,1:19,2.6,0.153696,Sierra Gold.csv
2026-01-28,sierra-gold,8431,104100,,8:35,2:01,4.3,0.234951,Sierra Gold.csv
2026-01-28,sierra-gold,8475,104102,,8:35,1:42,4.6,0.198058,Sierra Gold.csv
2026-01-28,sierra-gold,8480,104103,,8:33,1:41,4,0.196881,Sierra Gold.csv
2026-01-29,sierra-gold,8431,104223,,5:46,1:08,2.3,0.196532,Sierra Gold.csv
2026-01-29,sierra-gold,8432,104226,,6:52,3:09,6.2,0.458738,Sierra Gold.csv
2026-01-29,sierra-gold,8433,104227,,6:52,3:13,7,0.468447,Sierra Gold.csv
2026-01-29,sierra-gold,8475,104222,,7:07,1:27,4,0.203747,Sierra Gold.csv
2026-01-29,sierra-gold,8480,104224,,7:07,1:26,3.4,0.201405,Sierra Gold.csv
2026-01-30,sierra-gold,8431,104336,,4:07,0:46,1.6,0.186235,Sierra Gold.csv
2026-01-30,sierra-gold,8432,104338,,3:46,1:50,4.2,0.486726,Sierra Gold.csv
2026-01-30,sierra-gold,8433,104339,,3:37,1:56,4.5,0.534562,Sierra Gold.csv
2026-01-30,sierra-gold,8475,104335,,4:34,0:28,1.2,0.10219,Sierra Gold.csv
2026-01-30,sierra-gold,8480,104337,,4:38,0:42,1.7,0.151079,Sierra Gold.csv
