Date,Location,Robot,Item,Version,Robot Time On During Day,Robot Time In Motion During Day,Miles Traveled during day,Utilization,Source
2024-10-03,sierra-gold,8431,,6.5.3,3:32,1:16,3.3,0.358491,SG_2024_Metrics.csv
2024-10-03,sierra-gold,8432,,6.5.3,3:35,1:13,3.2,0.339535,SG_2024_Metrics.csv
2024-10-03,sierra-gold,8433,,6.5.3,0:28,0:00,0,0,SG_2024_Metrics.csv
2024-10-04,sierra-gold,8431,,6.6.4,8:16,1:32,4,0.185484,SG_2024_Metrics.csv
2024-10-04,sierra-gold,8432,,6.5.3,8:16,1:52,4.1,0.225806,SG_2024_Metrics.csv
2024-10-04,sierra-gold,8433,,6.5.3,1:01,0:01,0,0.016393,SG_2024_Metrics.csv
2024-10-07,sierra-gold,8431,,6.6.4,6:58,1:35,4,0.227273,SG_2024_Metrics.csv
2024-10-07,sierra-gold,8432,,6.6.4,6:53,1:35,3.9,0.230024,SG_2024_Metrics.csv
2024-10-07,sierra-gold,8433,,6.5.3,1:36,0:04,0.1,0.041667,SG_2024_Metrics.csv
2024-10-08,sierra-gold,8431,,6.6.4,7:54,2:16,5.4,0.28692,SG_2024_Metrics.csv
2024-10-08,sierra-gold,8432,,6.6.4,7:54,1:49,4.9,0.229958,SG_2024_Metrics.csv
2024-10-08,sierra-gold,8433,,6.6.4,7:33,2:08,5.3,0.282561,SG_2024_Metrics.csv
2024-10-09,sierra-gold,8431,,6.6.4,8:17,2:28,5.9,0.297787,SG_2024_Metrics.csv
2024-10-09,sierra-gold,8432,,6.6.4,8:17,2:10,6,0.261569,SG_2024_Metrics.csv
2024-10-09,sierra-gold,8433,,6.6.4,8:09,2:09,5.9,0.263804,SG_2024_Metrics.csv
2024-10-10,sierra-gold,8431,,6.6.4,8:33,3:38,8.5,0.424951,SG_2024_Metrics.csv
2024-10-10,sierra-gold,8432,,6.6.4,8:36,2:52,8.8,0.333333,SG_2024_Metrics.csv
2024-10-10,sierra-gold,8433,,6.6.4,8:37,3:10,9,0.367505,SG_2024_Metrics.csv
2024-10-11,sierra-gold,8431,,6.6.4,8:38,2:00,4.6,0.23166,SG_2024_Metrics.csv
2024-10-11,sierra-gold,8432,,6.6.4,8:39,1:31,4.4,0.175337,SG_2024_Metrics.csv
2024-10-11,sierra-gold,8433,,6.6.4,8:38,1:34,4.2,0.181467,SG_2024_Metrics.csv
2024-10-14,sierra-gold,8431,,6.6.4,8:17,2:01,5.3,0.243461,SG_2024_Metrics.csv
2024-10-14,sierra-gold,8432,,6.6.4,8:16,2:00,5.3,0.241935,SG_2024_Metrics.csv
2024-10-14,sierra-gold,8433,,6.6.4,8:16,2:09,5.3,0.260081,SG_2024_Metrics.csv
2024-10-15,sierra-gold,8431,,6.6.4,8:26,2:05,5.4,0.247036,SG_2024_Metrics.csv
2024-10-15,sierra-gold,8432,,6.6.4,8:15,2:01,5.3,0.244444,SG_2024_Metrics.csv
2024-10-15,sierra-gold,8433,,6.6.4,8:14,1:56,4.9,0.234818,SG_2024_Metrics.csv
