Date,Location,Robot,Item,Version,Robot Time On During Day,Robot Time In Motion During Day,Miles Traveled during day,Utilization,Source
2025-08-01,sierra-gold,8431,83627,,6:41,0:24,1.2,0.05985,Sierra Gold.csv
2025-08-01,sierra-gold,8432,83625,,6:45,0:54,2.6,0.133333,Sierra Gold.csv
2025-08-01,sierra-gold,8433,83611,,8:30,2:45,6.9,0.323529,Sierra Gold.csv
2025-08-01,sierra-gold,8472,83626,,8:30,1:11,3.5,0.139216,Sierra Gold.csv
2025-08-01,sierra-gold,8475,83609,,8:34,2:48,7.2,0.326848,Sierra Gold.csv
2025-08-01,sierra-gold,8480,83617,,8:34,2:49,7.3,0.328794,Sierra Gold.csv
2025-08-04,sierra-gold,8431,83878,,0:33,0:04,0.1,0.121212,Sierra Gold.csv
2025-08-04,sierra-gold,8432,83877,,0:02,0:00,0,0,Sierra Gold.csv
2025-08-04,sierra-gold,8433,83813,,8:35,2:26,5.9,0.283495,Sierra Gold.csv
2025-08-04,sierra-gold,8472,83836,,7:12,0:09,0.4,0.020833,Sierra Gold.csv
2025-08-04,sierra-gold,8475,83812,,8:40,2:25,5.9,0.278846,Sierra Gold.csv
2025-08-04,sierra-gold,8480,83814,,8:33,2:27,6,0.28655,Sierra Gold.csv
2025-08-05,sierra-gold,8433,83948,,8:33,2:55,6.9,0.341131,Sierra Gold.csv
2025-08-05,sierra-gold,8475,83947,,8:33,2:57,7.1,0.345029,Sierra Gold.csv
2025-08-05,sierra-gold,8480,83949,,8:32,2:42,6.5,0.316406,Sierra Gold.csv
2025-08-06,sierra-gold,8431,84077,,8:25,0:18,0.9,0.035644,Sierra Gold.csv
2025-08-06,sierra-gold,8433,84072,,8:30,2:29,6,0.292157,Sierra Gold.csv
2025-08-06,sierra-gold,8475,84071,,8:28,2:27,6,0.28937,Sierra Gold.csv
2025-08-06,sierra-gold,8480,84075,,8:33,2:24,5.9,0.280702,Sierra Gold.csv
2025-08-07,sierra-gold,8431,84215,,7:45,0:06,0.2,0.012903,Sierra Gold.csv
2025-08-07,sierra-gold,8432,84230,,7:00,0:03,0.1,0.007143,Sierra Gold.csv
2025-08-07,sierra-gold,8433,84211,,8:33,0:59,2.2,0.11501,Sierra Gold.csv
2025-08-07,sierra-gold,8472,84251,,5:27,1:09,2.3,0.211009,Sierra Gold.csv
2025-08-07,sierra-gold,8475,84210,,8:36,1:52,4.1,0.217054,Sierra Gold.csv
2025-08-07,sierra-gold,8480,84214,,8:36,1:45,3.8,0.203488,Sierra Gold.csv
2025-08-08,sierra-gold,8431,84369,,5:27,1:19,2.9,0.24159,Sierra Gold.csv
2025-08-08,sierra-gold,8432,84360,,6:26,0:01,0,0.002591,Sierra Gold.csv
2025-08-08,sierra-gold,8433,84344,,8:13,0:56,2.3,0.11359,Sierra Gold.csv
2025-08-08,sierra-gold,8472,84337,,8:24,0:42,1.5,0.083333,Sierra Gold.csv
2025-08-08,sierra-gold,8475,84336,,7:14,1:55,4.2,0.264977,Sierra Gold.csv
2025-08-08,sierra-gold,8480,84340,,7:06,1:47,3.8,0.251174,Sierra Gold.csv
2025-08-11,sierra-gold,8431,84490,,7:04,2:10,5.2,0.306604,Sierra Gold.csv
2025-08-11,sierra-gold,8475,84488,,7:07,2:16,5.4,0.318501,Sierra Gold.csv
2025-08-11,sierra-gold,8480,84491,,7:08,2:18,5.4,0.32243,Sierra Gold.csv
2025-08-12,sierra-gold,8431,84668,,8:28,2:47,7.6,0.32874,Sierra Gold.csv
2025-08-12,sierra-gold,8432,84670,,8:13,2:31,6.8,0.306288,Sierra Gold.csv
2025-08-12,sierra-gold,8433,84688,,7:24,0:41,1.9,0.092342,Sierra Gold.csv
2025-08-12,sierra-gold,8472,84671,,8:14,2:45,7.4,0.334008,Sierra Gold.csv
2025-08-12,sierra-gold,8475,84665,,7:48,0:14,0.5,0.029915,Sierra Gold.csv
2025-08-12,sierra-gold,8480,84669,,8:09,0:32,1.3,0.06544,Sierra Gold.csv
2025-08-13,sierra-gold,8431,84849,,8:10,1:38,4.7,0.2,Sierra Gold.csv
2025-08-13,sierra-gold,8432,84846,,8:17,1:35,4.7,0.191147,Sierra Gold.csv
2025-08-13,sierra-gold,8433,84909,,2:33,0:17,0.8,0.111111,Sierra Gold.csv
2025-08-13,sierra-gold,8472,84832,,8:18,2:19,5.7,0.279116,Sierra Gold.csv
2025-08-13,sierra-gold,8475,84831,,8:17,2:18,5.7,0.277666,Sierra Gold.csv
2025-08-13,sierra-gold,8480,84838,,8:25,0:28,0.6,0.055446,Sierra Gold.csv
2025-08-14,sierra-gold,8431,85032,,8:32,1:49,5.2,0.212891,Sierra Gold.csv
2025-08-14,sierra-gold,8432,85029,,8:15,1:42,4.8,0.206061,Sierra Gold.csv
2025-08-14,sierra-gold,8433,85030,,8:17,0:40,1.6,0.080483,Sierra Gold.csv
2025-08-14,sierra-gold,8472,85017,,8:37,1:59,4.5,0.230174,Sierra Gold.csv
2025-08-14,sierra-gold,8475,85022,,8:40,1:59,4.6,0.228846,Sierra Gold.csv
2025-08-14,sierra-gold,8480,85024,,6:58,0:49,1.9,0.117225,Sierra Gold.csv
2025-08-15,sierra-gold,8431,85222,,7:59,2:34,6.6,0.321503,Sierra Gold.csv
2025-08-15,sierra-gold,8433,85220,,8:49,0:27,1.1,0.05104,Sierra Gold.csv
2025-08-15,sierra-gold,8472,85212,,8:33,2:51,7,0.333333,Sierra Gold.csv
2025-08-15,sierra-gold,8475,85211,,8:24,0:26,1,0.051587,Sierra Gold.csv
2025-08-15,sierra-gold,8480,85215,,8:23,2:42,6.8,0.322068,Sierra Gold.csv
2025-08-18,sierra-gold,8431,85449,,8:31,2:12,5.4,0.258317,Sierra Gold.csv
2025-08-18,sierra-gold,8432,85519,,7:37,0:12,0.4,0.026258,Sierra Gold.csv
2025-08-18,sierra-gold,8433,85521,,5:54,0:18,0.7,0.050847,Sierra Gold.csv
2025-08-18,sierra-gold,8472,85520,,7:30,0:55,2.2,0.122222,Sierra Gold.csv
2025-08-18,sierra-gold,8475,85448,,9:11,2:36,6.3,0.283122,Sierra Gold.csv
2025-08-18,sierra-gold,8480,85451,,8:35,2:27,6,0.285437,Sierra Gold.csv
2025-08-19,sierra-gold,8431,85654,,7:59,1:22,3.4,0.17119,Sierra Gold.csv
2025-08-19,sierra-gold,8432,85658,,8:04,1:32,3.8,0.190083,Sierra Gold.csv
2025-08-19,sierra-gold,8433,85648,,8:31,0:32,1.1,0.062622,Sierra Gold.csv
2025-08-19,sierra-gold,8472,85650,,8:24,0:47,2,0.093254,Sierra Gold.csv
2025-08-19,sierra-gold,8475,85647,,7:20,0:09,0.3,0.020455,Sierra Gold.csv
2025-08-19,sierra-gold,8480,85646,,7:27,0:58,2.3,0.129754,Sierra Gold.csv
2025-08-20,sierra-gold,8433,85863,,6:53,0:26,1,0.062954,Sierra Gold.csv
2025-08-20,sierra-gold,8472,85805,,8:27,1:51,4.5,0.218935,Sierra Gold.csv
2025-08-20,sierra-gold,8475,85804,,8:27,1:45,4.3,0.207101,Sierra Gold.csv
2025-08-20,sierra-gold,8480,85808,,8:01,1:47,4.4,0.222453,Sierra Gold.csv
2025-08-21,sierra-gold,8433,86050,,6:14,0:38,1.5,0.101604,Sierra Gold.csv
2025-08-21,sierra-gold,8472,85990,,7:08,1:11,2.8,0.165888,Sierra Gold.csv
2025-08-21,sierra-gold,8475,85989,,7:00,1:08,2.8,0.161905,Sierra Gold.csv
2025-08-21,sierra-gold,8480,85991,,7:07,1:10,2.8,0.163934,Sierra Gold.csv
2025-08-22,sierra-gold,8472,86185,,6:44,1:55,4.6,0.284653,Sierra Gold.csv
2025-08-22,sierra-gold,8475,86184,,6:54,1:53,4.5,0.272947,Sierra Gold.csv
2025-08-22,sierra-gold,8480,86192,,6:27,1:44,4.1,0.268734,Sierra Gold.csv
2025-08-25,sierra-gold,8431,86461,,8:09,1:31,4,0.186094,Sierra Gold.csv
2025-08-25,sierra-gold,8432,86459,,8:06,1:20,3.5,0.164609,Sierra Gold.csv
2025-08-25,sierra-gold,8433,86460,,7:58,0:52,2.3,0.108787,Sierra Gold.csv
2025-08-25,sierra-gold,8472,86443,,8:25,1:42,4.2,0.20198,Sierra Gold.csv
2025-08-25,sierra-gold,8475,86442,,8:11,1:38,4.1,0.199593,Sierra Gold.csv
2025-08-25,sierra-gold,8480,86444,,8:19,1:36,4.2,0.192385,Sierra Gold.csv
2025-08-26,sierra-gold,8431,86736,,6:37,0:59,2.8,0.148615,Sierra Gold.csv
2025-08-26,sierra-gold,8432,86735,,6:34,0:54,2.5,0.137056,Sierra Gold.csv
2025-08-26,sierra-gold,8433,86697,,7:37,0:32,1.2,0.070022,Sierra Gold.csv
2025-08-26,sierra-gold,8472,86641,,8:27,1:39,4.1,0.195266,Sierra Gold.csv
2025-08-26,sierra-gold,8475,86640,,8:28,1:45,4.4,0.206693,Sierra Gold.csv
2025-08-26,sierra-gold,8480,86646,,8:28,1:39,4.1,0.194882,Sierra Gold.csv
2025-08-27,sierra-gold,8431,86893,,2:37,0:21,0.9,0.133758,Sierra Gold.csv
2025-08-27,sierra-gold,8432,86890,,2:37,0:30,1.4,0.191083,Sierra Gold.csv
2025-08-27,sierra-gold,8472,86883,,8:32,2:26,6,0.285156,Sierra Gold.csv
2025-08-27,sierra-gold,8475,86882,,8:32,2:14,5.7,0.261719,Sierra Gold.csv
2025-08-27,sierra-gold,8480,86884,,8:29,2:24,6,0.282908,Sierra Gold.csv
2025-08-28,sierra-gold,8431,87129,,8:10,1:40,4.5,0.204082,Sierra Gold.csv
2025-08-28,sierra-gold,8432,87125,,8:07,1:36,4.4,0.197125,Sierra Gold.csv
2025-08-28,sierra-gold,8433,87185,,7:55,0:36,1.2,0.075789,Sierra Gold.csv
2025-08-28,sierra-gold,8472,87114,,8:32,2:16,5.9,0.265625,Sierra Gold.csv
2025-08-28,sierra-gold,8475,87113,,8:27,2:18,6.1,0.272189,Sierra Gold.csv
2025-08-28,sierra-gold,8480,87115,,8:35,2:15,6,0.262136,Sierra Gold.csv
2025-08-29,sierra-gold,8431,87295,,7:40,1:06,2.7,0.143478,Sierra Gold.csv
2025-08-29,sierra-gold,8432,87288,,7:55,1:22,3.5,0.172632,Sierra Gold.csv
2025-08-29,sierra-gold,8433,87291,,7:59,0:50,2.4,0.104384,Sierra Gold.csv
2025-08-29,sierra-gold,8472,87282,,8:26,1:45,4.1,0.20751,Sierra Gold.csv
2025-08-29,sierra-gold,8475,87280,,8:28,1:59,4.9,0.234252,Sierra Gold.csv
2025-08-29,sierra-gold,8480,87283,,8:30,1:55,4.7,0.22549,Sierra Gold.csv
