Date,Location,Robot,Item,Version,Robot Time On During Day,Robot Time In Motion During Day,Miles Traveled during day,Utilization,Source
2025-10-01,sierra-gold,8432,91957,,0:14,0:01,0.1,0.071429,Sierra Gold.csv
2025-10-01,sierra-gold,8472,91901,,5:32,1:21,3.4,0.243976,Sierra Gold.csv
2025-10-01,sierra-gold,8475,91900,,5:35,1:26,3.7,0.256716,Sierra Gold.csv
2025-10-01,sierra-gold,8480,91902,,5:32,1:22,3.6,0.246988,Sierra Gold.csv
2025-10-02,sierra-gold,8431,92099,,8:17,1:17,4,0.15493,Sierra Gold.csv
2025-10-02,sierra-gold,8432,92083,,8:11,1:59,6.6,0.242363,Sierra Gold.csv
2025-10-02,sierra-gold,8433,92100,,8:05,1:14,4,0.152577,Sierra Gold.csv
2025-10-02,sierra-gold,8472,92074,,8:35,2:10,6.2,0.252427,Sierra Gold.csv
2025-10-02,sierra-gold,8475,92081,,8:11,2:24,7,0.293279,Sierra Gold.csv
2025-10-02,sierra-gold,8480,92075,,8:04,2:23,6.9,0.295455,Sierra Gold.csv
2025-10-03,sierra-gold,8431,92311,,6:38,0:51,2.9,0.128141,Sierra Gold.csv
2025-10-03,sierra-gold,8432,92302,,5:06,1:05,3.8,0.212418,Sierra Gold.csv
2025-10-03,sierra-gold,8433,92313,,4:47,0:47,2.8,0.163763,Sierra Gold.csv
2025-10-03,sierra-gold,8472,92297,,8:32,1:25,3.5,0.166016,Sierra Gold.csv
2025-10-03,sierra-gold,8475,92296,,6:41,0:44,1.7,0.109726,Sierra Gold.csv
2025-10-03,sierra-gold,8480,92298,,8:33,1:11,2.8,0.138402,Sierra Gold.csv
2025-10-06,sierra-gold,8431,92533,,8:17,2:04,6.8,0.249497,Sierra Gold.csv
2025-10-06,sierra-gold,8432,92531,,8:17,2:21,7.7,0.283702,Sierra Gold.csv
2025-10-06,sierra-gold,8433,92534,,8:16,1:58,6.3,0.237903,Sierra Gold.csv
2025-10-06,sierra-gold,8472,92525,,8:36,0:50,2,0.096899,Sierra Gold.csv
2025-10-06,sierra-gold,8475,92520,,8:27,1:09,2.9,0.136095,Sierra Gold.csv
2025-10-06,sierra-gold,8480,92524,,8:27,0:30,1.2,0.059172,Sierra Gold.csv
2025-10-07,sierra-gold,8431,92756,,8:18,2:41,9.4,0.323293,Sierra Gold.csv
2025-10-07,sierra-gold,8432,92757,,8:18,3:22,11.9,0.405622,Sierra Gold.csv
2025-10-07,sierra-gold,8433,92762,,8:33,3:00,10.4,0.350877,Sierra Gold.csv
2025-10-07,sierra-gold,8472,92755,,7:55,0:57,2.4,0.12,Sierra Gold.csv
2025-10-07,sierra-gold,8475,92758,,8:15,1:10,3.1,0.141414,Sierra Gold.csv
2025-10-07,sierra-gold,8480,92759,,7:56,0:54,2.3,0.113445,Sierra Gold.csv
2025-10-08,sierra-gold,8431,92962,,8:17,3:03,11.3,0.368209,Sierra Gold.csv
2025-10-08,sierra-gold,8432,92958,,8:15,3:26,12.9,0.416162,Sierra Gold.csv
2025-10-08,sierra-gold,8433,92963,,8:34,2:55,10.9,0.340467,Sierra Gold.csv
2025-10-08,sierra-gold,8472,92961,,8:27,1:05,2.9,0.128205,Sierra Gold.csv
2025-10-08,sierra-gold,8475,92959,,8:27,1:17,3.5,0.151874,Sierra Gold.csv
2025-10-08,sierra-gold,8480,92960,,8:42,1:08,3,0.130268,Sierra Gold.csv
2025-10-09,sierra-gold,8431,93152,,8:04,0:42,2.5,0.086777,Sierra Gold.csv
2025-10-09,sierra-gold,8432,93147,,7:17,0:20,1.2,0.045767,Sierra Gold.csv
2025-10-09,sierra-gold,8433,93154,,8:07,0:48,2.7,0.098563,Sierra Gold.csv
2025-10-09,sierra-gold,8472,93145,,8:36,1:31,3.9,0.176357,Sierra Gold.csv
2025-10-09,sierra-gold,8475,93143,,8:36,1:42,4.5,0.197674,Sierra Gold.csv
2025-10-09,sierra-gold,8480,93144,,8:37,1:06,2.7,0.12766,Sierra Gold.csv
2025-10-10,sierra-gold,8431,93335,,8:17,3:00,11.2,0.362173,Sierra Gold.csv
2025-10-10,sierra-gold,8432,93324,,8:17,3:32,13.5,0.426559,Sierra Gold.csv
2025-10-10,sierra-gold,8433,93337,,8:16,2:55,10.9,0.352823,Sierra Gold.csv
2025-10-10,sierra-gold,8472,93322,,7:31,1:15,3.4,0.166297,Sierra Gold.csv
2025-10-10,sierra-gold,8475,93316,,7:33,1:21,3.8,0.178808,Sierra Gold.csv
2025-10-10,sierra-gold,8480,93317,,8:34,1:15,3.4,0.145914,Sierra Gold.csv
2025-10-13,sierra-gold,8431,93569,,8:17,3:16,12.4,0.394366,Sierra Gold.csv
2025-10-13,sierra-gold,8432,93571,,8:15,3:35,13.9,0.434343,Sierra Gold.csv
2025-10-13,sierra-gold,8433,93573,,8:06,3:16,12.3,0.403292,Sierra Gold.csv
2025-10-13,sierra-gold,8472,93567,,8:26,1:59,4.4,0.235178,Sierra Gold.csv
2025-10-13,sierra-gold,8475,93565,,8:31,2:03,4.8,0.240705,Sierra Gold.csv
2025-10-13,sierra-gold,8480,93566,,8:23,1:51,4.2,0.220676,Sierra Gold.csv
2025-10-14,sierra-gold,8431,93734,,8:11,2:42,10.7,0.329939,Sierra Gold.csv
2025-10-14,sierra-gold,8432,93717,,8:05,3:08,12.7,0.387629,Sierra Gold.csv
2025-10-14,sierra-gold,8433,93732,,8:13,2:50,11.1,0.344828,Sierra Gold.csv
2025-10-14,sierra-gold,8472,93728,,8:23,1:50,3.9,0.218688,Sierra Gold.csv
2025-10-14,sierra-gold,8475,93718,,8:24,1:55,4.4,0.228175,Sierra Gold.csv
2025-10-14,sierra-gold,8480,93727,,8:24,1:48,3.9,0.214286,Sierra Gold.csv
2025-10-15,sierra-gold,8431,93897,,5:28,1:31,5.8,0.277439,Sierra Gold.csv
