Date,Location,Robot,Item,Version,Robot Time On During Day,Robot Time In Motion During Day,Miles Traveled during day,Utilization,Source
2025-12-01,sierra-gold,8431,99322,,8:25,0:49,1.6,0.09703,Sierra Gold.csv
2025-12-01,sierra-gold,8432,99315,,8:25,1:49,3.6,0.215842,Sierra Gold.csv
2025-12-01,sierra-gold,8433,99324,,8:23,0:58,1.8,0.115308,Sierra Gold.csv
2025-12-01,sierra-gold,8475,99332,,8:13,1:47,5.1,0.217039,Sierra Gold.csv
2025-12-01,sierra-gold,8480,99334,,8:12,1:36,4.4,0.195122,Sierra Gold.csv
2025-12-02,sierra-gold,8431,99454,,8:51,1:24,3,0.158192,Sierra Gold.csv
2025-12-02,sierra-gold,8432,99450,,8:53,1:43,3.6,0.193246,Sierra Gold.csv
2025-12-02,sierra-gold,8433,99455,,8:52,1:00,1.9,0.112782,Sierra Gold.csv
2025-12-02,sierra-gold,8475,99456,,7:49,0:45,2.1,0.095949,Sierra Gold.csv
2025-12-02,sierra-gold,8480,99458,,7:48,0:40,1.8,0.08547,Sierra Gold.csv
2025-12-03,sierra-gold,8431,99738,,8:08,0:47,1.5,0.096311,Sierra Gold.csv
2025-12-03,sierra-gold,8432,99731,,8:05,1:36,3.4,0.197938,Sierra Gold.csv
2025-12-03,sierra-gold,8433,99739,,8:05,0:58,1.9,0.119588,Sierra Gold.csv
2025-12-03,sierra-gold,8475,99740,,8:34,2:26,6.7,0.284047,Sierra Gold.csv
2025-12-03,sierra-gold,8480,99744,,8:34,2:06,5.7,0.245136,Sierra Gold.csv
2025-12-04,sierra-gold,8431,99571,,8:09,1:16,2.7,0.155419,Sierra Gold.csv
2025-12-04,sierra-gold,8432,99538,,8:09,1:46,3.9,0.216769,Sierra Gold.csv
2025-12-04,sierra-gold,8433,99582,,8:09,1:20,2.9,0.163599,Sierra Gold.csv
2025-12-04,sierra-gold,8475,99589,,8:30,2:14,6.2,0.262745,Sierra Gold.csv
2025-12-04,sierra-gold,8480,99556,,8:30,2:03,5.6,0.241176,Sierra Gold.csv
2025-12-05,sierra-gold,8431,99676,,7:49,0:48,1.7,0.102345,Sierra Gold.csv
