Date,Location,Robot,Item,Version,Robot Time On During Day,Robot Time In Motion During Day,Miles Traveled during day,Utilization,Source
2025-07-01,sierra-gold,8431,79699,,3:30,0:31,1.6,0.147619,Sierra Gold.csv
2025-07-01,sierra-gold,8432,79696,,7:59,1:42,5.7,0.212944,Sierra Gold.csv
2025-07-01,sierra-gold,8433,79693,,8:21,2:57,7.3,0.353293,Sierra Gold.csv
2025-07-01,sierra-gold,8472,79697,,8:12,1:30,5,0.182927,Sierra Gold.csv
2025-07-01,sierra-gold,8475,79692,,8:32,2:47,6.8,0.326172,Sierra Gold.csv
2025-07-01,sierra-gold,8480,79694,,8:42,2:55,7.2,0.335249,Sierra Gold.csv
2025-07-02,sierra-gold,8431,79878,,8:34,1:35,5.2,0.184825,Sierra Gold.csv
2025-07-02,sierra-gold,8432,79874,,8:04,1:19,4.3,0.163223,Sierra Gold.csv
2025-07-02,sierra-gold,8433,79871,,8:45,2:49,6.9,0.321905,Sierra Gold.csv
2025-07-02,sierra-gold,8472,79875,,8:15,1:24,4.4,0.169697,Sierra Gold.csv
2025-07-02,sierra-gold,8475,79870,,8:38,2:47,6.7,0.322394,Sierra Gold.csv
2025-07-02,sierra-gold,8480,79872,,8:37,2:51,7.4,0.330754,Sierra Gold.csv
2025-07-03,sierra-gold,8431,80018,,7:33,1:06,3.5,0.145695,Sierra Gold.csv
2025-07-03,sierra-gold,8432,80016,,8:28,0:54,2.7,0.106299,Sierra Gold.csv
2025-07-03,sierra-gold,8433,80010,,8:29,2:51,7.3,0.335953,Sierra Gold.csv
2025-07-03,sierra-gold,8472,80017,,7:29,0:52,2.5,0.115813,Sierra Gold.csv
2025-07-03,sierra-gold,8475,80009,,8:36,2:41,6.9,0.312016,Sierra Gold.csv
2025-07-03,sierra-gold,8480,80012,,8:36,2:51,7.3,0.331395,Sierra Gold.csv
2025-07-07,sierra-gold,8431,80286,,8:34,1:35,5,0.184825,Sierra Gold.csv
2025-07-07,sierra-gold,8432,80284,,8:40,1:33,5,0.178846,Sierra Gold.csv
2025-07-07,sierra-gold,8433,80282,,8:34,1:32,4.2,0.178988,Sierra Gold.csv
2025-07-07,sierra-gold,8472,80285,,8:15,1:41,5.2,0.20404,Sierra Gold.csv
2025-07-07,sierra-gold,8475,80281,,8:34,1:51,5.4,0.215953,Sierra Gold.csv
2025-07-07,sierra-gold,8480,80283,,8:36,1:48,5.1,0.209302,Sierra Gold.csv
2025-07-08,sierra-gold,8431,80399,,8:32,1:45,5.4,0.205078,Sierra Gold.csv
2025-07-08,sierra-gold,8432,80396,,8:09,1:30,4.6,0.184049,Sierra Gold.csv
2025-07-08,sierra-gold,8433,80393,,8:43,2:24,5.9,0.275335,Sierra Gold.csv
2025-07-08,sierra-gold,8472,80397,,8:18,1:24,4.2,0.168675,Sierra Gold.csv
2025-07-08,sierra-gold,8475,80392,,8:48,2:20,5.7,0.265152,Sierra Gold.csv
2025-07-08,sierra-gold,8480,80394,,8:45,2:13,5.4,0.253333,Sierra Gold.csv
2025-07-09,sierra-gold,8431,80538,,8:27,1:52,5.3,0.220907,Sierra Gold.csv
2025-07-09,sierra-gold,8432,80534,,8:04,1:33,4.8,0.192149,Sierra Gold.csv
2025-07-09,sierra-gold,8433,80531,,8:46,2:34,6.5,0.292776,Sierra Gold.csv
2025-07-09,sierra-gold,8472,80535,,8:04,1:18,3.9,0.161157,Sierra Gold.csv
2025-07-09,sierra-gold,8475,80528,,8:41,2:44,6.8,0.314779,Sierra Gold.csv
2025-07-09,sierra-gold,8480,80533,,8:43,2:34,6.5,0.294455,Sierra Gold.csv
2025-07-10,sierra-gold,8431,80700,,8:08,1:35,4.6,0.194672,Sierra Gold.csv
2025-07-10,sierra-gold,8432,80697,,8:01,1:24,4,0.174636,Sierra Gold.csv
2025-07-10,sierra-gold,8433,80695,,8:37,2:45,6.6,0.319149,Sierra Gold.csv
2025-07-10,sierra-gold,8472,80699,,8:27,1:41,4.7,0.199211,Sierra Gold.csv
2025-07-10,sierra-gold,8475,80693,,8:29,2:46,6.8,0.32613,Sierra Gold.csv
2025-07-10,sierra-gold,8480,80696,,8:30,2:43,6.6,0.319608,Sierra Gold.csv
2025-07-11,sierra-gold,8431,80858,,6:55,1:34,4.6,0.226506,Sierra Gold.csv
2025-07-11,sierra-gold,8432,80827,,6:59,1:25,4.1,0.202864,Sierra Gold.csv
2025-07-11,sierra-gold,8433,80814,,7:00,1:49,4.6,0.259524,Sierra Gold.csv
2025-07-11,sierra-gold,8472,80834,,7:01,1:30,4.3,0.213777,Sierra Gold.csv
2025-07-11,sierra-gold,8475,80816,,7:06,1:40,4.1,0.234742,Sierra Gold.csv
2025-07-11,sierra-gold,8480,80815,,7:01,1:50,4.8,0.261283,Sierra Gold.csv
2025-07-14,sierra-gold,8431,81187,,8:43,1:39,4.8,0.189293,Sierra Gold.csv
2025-07-14,sierra-gold,8432,81193,,8:34,1:37,4.7,0.188716,Sierra Gold.csv
2025-07-14,sierra-gold,8433,81186,,8:37,0:21,0.8,0.040619,Sierra Gold.csv
2025-07-14,sierra-gold,8472,81194,,8:17,1:33,4.5,0.187123,Sierra Gold.csv
2025-07-14,sierra-gold,8475,81190,,8:23,0:31,1.2,0.06163,Sierra Gold.csv
2025-07-14,sierra-gold,8480,81189,,8:38,0:29,1.1,0.055985,Sierra Gold.csv
2025-07-15,sierra-gold,8431,81351,,8:26,1:46,5.2,0.209486,Sierra Gold.csv
2025-07-15,sierra-gold,8432,81347,,8:38,1:51,5.4,0.214286,Sierra Gold.csv
2025-07-15,sierra-gold,8433,81386,,5:53,1:01,2.4,0.172805,Sierra Gold.csv
2025-07-15,sierra-gold,8472,81348,,8:27,1:49,5.4,0.21499,Sierra Gold.csv
2025-07-15,sierra-gold,8475,81384,,5:51,1:06,2.7,0.188034,Sierra Gold.csv
2025-07-15,sierra-gold,8480,81387,,5:51,1:13,3,0.207977,Sierra Gold.csv
2025-07-16,sierra-gold,8431,81498,,8:01,1:48,5.2,0.224532,Sierra Gold.csv
2025-07-16,sierra-gold,8432,81495,,8:36,1:56,5.6,0.224806,Sierra Gold.csv
